[2806, 1984]
[paragraph, [397.0, 195.0, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 241.5, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 288.0, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 334.5, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 381.0, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 427.5, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[paragraph, [397.0, 474.0, 1377.0, 46.5], shoonya_3s8CWSJ7HTH9BH, 5699138]
[answer, [210.0, 643.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 689.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 736.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 782.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 829.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 875.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 922.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 968.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1015.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1061.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1108.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1154.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1201.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1247.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1294.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1340.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1387.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1433.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1480.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1526.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1573.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1619.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1666.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1712.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1759.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1805.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1852.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1898.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1945.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 1991.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2038.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2084.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2131.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2177.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2224.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2270.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2317.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2363.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2410.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2456.5, 1575.0, 46.5], CyUthEogO5, 5699138]
[answer, [210.0, 2503.0, 1575.0, 46.5], CyUthEogO5, 5699138]
[paragraph, [341.0, 1260.0, 977.0, 46.5], cYQSOLDswl, 5699138]
[ordered-list, [323.0, 1355.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1401.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1448.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1494.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1541.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1587.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1634.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1680.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1727.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1773.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1820.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1866.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1913.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 1959.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2006.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2052.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2099.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2145.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2192.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2238.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2285.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2331.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2378.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2424.5, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
[ordered-list, [323.0, 2471.0, 1447.0, 46.5], yi7Jt2uMN7, 5699138]
