[1787, 1218]
[paragraph, [80.0, 98.0, 608.0, 36.0], shoonya_0s387Y028US8MP, 5651320]
[paragraph, [71.0, 147.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 183.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 219.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 255.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 291.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 327.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 363.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 399.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [71.0, 435.0, 1084.0, 36.0], r9sv0jqlzm, 5651320]
[paragraph, [190.0, 506.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 542.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 578.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 614.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 650.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 686.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 722.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 758.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [190.0, 794.0, 398.0, 36.0], Rys9z_rAgH, 5651320]
[paragraph, [105.0, 835.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 871.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 907.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 943.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 979.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 1015.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 1051.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [105.0, 1087.0, 1006.0, 36.0], shoonya_1sS9Q22XWIEKXW, 5651320]
[paragraph, [191.0, 1164.0, 436.0, 36.0], f7jMOIfnaD, 5651320]
[paragraph, [191.0, 1200.0, 436.0, 36.0], f7jMOIfnaD, 5651320]
[paragraph, [191.0, 1236.0, 436.0, 36.0], f7jMOIfnaD, 5651320]
[paragraph, [191.0, 1272.0, 436.0, 36.0], f7jMOIfnaD, 5651320]
[paragraph, [91.0, 1326.0, 1021.0, 36.0], j-SkVfUbG9, 5651320]
[paragraph, [91.0, 1362.0, 1021.0, 36.0], j-SkVfUbG9, 5651320]
[paragraph, [165.0, 1423.0, 576.0, 36.0], TU90p8ZjBs, 5651320]
[paragraph, [165.0, 1459.0, 576.0, 36.0], TU90p8ZjBs, 5651320]
[paragraph, [165.0, 1495.0, 576.0, 36.0], TU90p8ZjBs, 5651320]
[paragraph, [165.0, 1531.0, 576.0, 36.0], TU90p8ZjBs, 5651320]
[paragraph, [153.0, 1587.0, 942.0, 36.0], t9YnZMIrwL, 5651320]
[footnote, [458.0, 1645.0, 230.0, 36.0], YN9A7vgOUz, 5651320]
