[1275, 750]
[folio, [249.0, 65.0, 252.0, 18.0], shoonya_2sGCZES1QW92B4, 5767576]
[folio, [249.0, 83.0, 252.0, 18.0], shoonya_2sGCZES1QW92B4, 5767576]
[paragraph, [65.0, 132.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 150.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 168.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 186.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 204.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 222.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 240.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 258.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 276.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 294.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 312.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 330.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 348.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 366.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 384.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 402.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 420.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 438.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 456.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 474.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 492.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 510.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 528.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 546.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 564.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 582.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 600.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 618.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 636.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 654.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 672.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 690.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 708.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 726.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [65.0, 744.0, 617.0, 18.0], 8Ke7YKO02j, 5767576]
[paragraph, [79.0, 788.0, 590.0, 18.0], bHfsb4JmCG, 5767576]
[paragraph, [79.0, 806.0, 590.0, 18.0], bHfsb4JmCG, 5767576]
[paragraph, [79.0, 824.0, 590.0, 18.0], bHfsb4JmCG, 5767576]
[paragraph, [72.0, 850.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 868.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 886.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 904.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 922.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 940.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [72.0, 958.0, 611.0, 18.0], i6ENW-jwJ4, 5767576]
[paragraph, [68.0, 1007.0, 614.0, 18.0], IixzIK7eJC, 5767576]
[paragraph, [68.0, 1025.0, 614.0, 18.0], IixzIK7eJC, 5767576]
[paragraph, [68.0, 1043.0, 614.0, 18.0], IixzIK7eJC, 5767576]
[paragraph, [68.0, 1061.0, 614.0, 18.0], IixzIK7eJC, 5767576]
[paragraph, [68.0, 1079.0, 614.0, 18.0], IixzIK7eJC, 5767576]
[paragraph, [60.0, 1110.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
[paragraph, [60.0, 1128.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
[paragraph, [60.0, 1146.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
[paragraph, [60.0, 1164.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
[paragraph, [60.0, 1182.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
[paragraph, [60.0, 1200.0, 628.0, 18.0], IUGqG-9RNi, 5767576]
