[5689, 2845]
[section-title, [65.0, 47.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 140.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 233.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 326.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 419.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 512.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 605.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 698.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 791.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[section-title, [65.0, 884.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[headline, [532.0, 1147.0, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1199.5, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1252.0, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1304.5, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1357.0, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1409.5, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1462.0, 1662.0, 52.5], 6loX-wss2E, 5695200]
[headline, [532.0, 1514.5, 1662.0, 52.5], 6loX-wss2E, 5695200]
[sub-headline, [468.0, 1662.0, 1804.0, 73.5], UyCIiVeWmQ, 5695200]
[sub-headline, [468.0, 1735.5, 1804.0, 73.5], UyCIiVeWmQ, 5695200]
[sub-headline, [468.0, 1809.0, 1804.0, 73.5], UyCIiVeWmQ, 5695200]
[sub-headline, [468.0, 1882.5, 1804.0, 73.5], UyCIiVeWmQ, 5695200]
[section-title, [1626.0, 2210.0, 1136.0, 93.0], -_rNCZEuNu, 5695200]
[section-title, [1626.0, 2303.0, 1136.0, 93.0], -_rNCZEuNu, 5695200]
[section-title, [63.0, 2295.0, 912.0, 93.0], BN27nb-jQh, 5695200]
[paragraph, [67.0, 2515.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2567.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2620.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2672.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2725.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2777.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2830.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2882.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2935.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 2987.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3040.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3092.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3145.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3197.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3250.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
