[3509, 2482]
[folio, [877.0, 220.0, 453.0, 52.5], NjHObpEvyT, 5692201]
[paragraph, [282.0, 353.0, 558.0, 52.5], SvanDmcbat, 5692201]
[paragraph, [307.0, 437.0, 806.0, 52.5], H7K8YY4aId, 5692201]
[paragraph, [210.0, 511.0, 1765.0, 52.5], Fx-x-cmSLf, 5692201]
[paragraph, [210.0, 563.5, 1765.0, 52.5], Fx-x-cmSLf, 5692201]
[paragraph, [307.0, 673.0, 1042.0, 52.5], heJBPgijPM, 5692201]
[paragraph, [307.0, 822.0, 1209.0, 52.5], VZMHhz8Hrd, 5692201]
[paragraph, [276.0, 896.0, 1296.0, 52.5], 4U4XK4A2de, 5692201]
[paragraph, [207.0, 971.0, 1774.0, 52.5], dtf1tknWkP, 5692201]
[paragraph, [207.0, 1023.5, 1774.0, 52.5], dtf1tknWkP, 5692201]
[paragraph, [304.0, 1138.0, 384.0, 52.5], uuK2_ceKyo, 5692201]
[paragraph, [310.0, 1206.0, 704.0, 52.5], J62mWReb7l, 5692201]
[paragraph, [297.0, 1296.0, 490.0, 52.5], JPd1fvUjT5, 5692201]
[paragraph, [210.0, 1374.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1426.5, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1479.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1531.5, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1584.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1636.5, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1689.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1741.5, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1794.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1846.5, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [210.0, 1899.0, 1796.0, 52.5], kF2jS7UZzh, 5692201]
[paragraph, [229.0, 1989.0, 893.0, 52.5], shoonya_2sQH57GNK5SFTF, 5692201]
[paragraph, [214.0, 2066.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2118.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2171.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2223.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2276.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2328.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2381.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2433.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2486.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2538.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2591.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2643.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2696.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2748.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2801.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2853.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2906.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 2958.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3011.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3063.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3116.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3168.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3221.0, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
[paragraph, [214.0, 3273.5, 1764.0, 52.5], shoonya_0sG7RT7L10DSRX, 5692201]
