[3442, 2665]
[paragraph, [165.0, 170.0, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 222.5, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 275.0, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 327.5, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 380.0, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 432.5, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [165.0, 485.0, 2260.0, 52.5], shoonya_0sDNRUU7R6IYDY, 6473821]
[paragraph, [153.0, 675.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 727.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 780.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 832.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 885.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 937.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 990.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 1042.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 1095.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 1147.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 1200.0, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [153.0, 1252.5, 2295.0, 52.5], rMX7CPjb7l, 6473821]
[paragraph, [166.0, 1421.0, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1473.5, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1526.0, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1578.5, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1631.0, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1683.5, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [166.0, 1736.0, 2255.0, 52.5], M9OugC89Bk, 6473821]
[paragraph, [153.0, 1894.0, 1763.0, 52.5], 8brHIqOAdl, 6473821]
[paragraph, [153.0, 1946.5, 1763.0, 52.5], 8brHIqOAdl, 6473821]
[paragraph, [153.0, 1999.0, 1763.0, 52.5], 8brHIqOAdl, 6473821]
[paragraph, [163.0, 2150.0, 2099.0, 52.5], P7HQqep0jt, 6473821]
[paragraph, [163.0, 2202.5, 2099.0, 52.5], P7HQqep0jt, 6473821]
[paragraph, [163.0, 2255.0, 2099.0, 52.5], P7HQqep0jt, 6473821]
[paragraph, [163.0, 2307.5, 2099.0, 52.5], P7HQqep0jt, 6473821]
[paragraph, [163.0, 2360.0, 2099.0, 52.5], P7HQqep0jt, 6473821]
[paragraph, [149.0, 2543.0, 2059.0, 52.5], VpfDge1J4v, 6473821]
[paragraph, [149.0, 2595.5, 2059.0, 52.5], VpfDge1J4v, 6473821]
[paragraph, [149.0, 2648.0, 2059.0, 52.5], VpfDge1J4v, 6473821]
[paragraph, [149.0, 2700.5, 2059.0, 52.5], VpfDge1J4v, 6473821]
[paragraph, [149.0, 2753.0, 2059.0, 52.5], VpfDge1J4v, 6473821]
