[792, 612]
[paragraph, [57.0, 85.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 103.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 121.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 139.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 157.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 175.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 193.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 211.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 229.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 247.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 265.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [57.0, 283.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [393.0, 85.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 103.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 121.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 139.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 157.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 175.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 193.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [393.0, 211.0, 160.0, 18.0], shoonya_4s59BSDG9UZ7II, 6514999]
[paragraph, [225.0, 111.0, 160.0, 18.0], shoonya_19sCZ3A6SD2HN3, 6514999]
[paragraph, [225.0, 129.0, 160.0, 18.0], shoonya_19sCZ3A6SD2HN3, 6514999]
[paragraph, [225.0, 147.0, 160.0, 18.0], shoonya_19sCZ3A6SD2HN3, 6514999]
[paragraph, [226.0, 183.0, 159.0, 18.0], shoonya_9sOABUOB9OWE6O, 6514999]
[paragraph, [226.0, 201.0, 159.0, 18.0], shoonya_9sOABUOB9OWE6O, 6514999]
[paragraph, [394.0, 242.0, 160.0, 18.0], EkAYQk_1ZP, 6514999]
[paragraph, [394.0, 260.0, 160.0, 18.0], EkAYQk_1ZP, 6514999]
[paragraph, [394.0, 278.0, 160.0, 18.0], EkAYQk_1ZP, 6514999]
[paragraph, [225.0, 243.0, 161.0, 18.0], shoonya_16s0NCURQTMYTP, 6514999]
[paragraph, [225.0, 261.0, 161.0, 18.0], shoonya_16s0NCURQTMYTP, 6514999]
[paragraph, [225.0, 279.0, 161.0, 18.0], shoonya_16s0NCURQTMYTP, 6514999]
[paragraph, [57.0, 302.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 320.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 338.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 356.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 374.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 392.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [57.0, 410.0, 111.0, 18.0], shoonya_6s1WYMKL3C6X3Z, 6514999]
[paragraph, [443.0, 302.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 320.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 338.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 356.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 374.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 392.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 410.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 428.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [443.0, 446.0, 111.0, 18.0], k60hNTojYw, 6514999]
