[2200, 1700]
[paragraph, [374.0, 115.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 151.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 187.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 223.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 259.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 295.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 331.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 367.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 403.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [374.0, 439.0, 1133.0, 36.0], shoonya_2sK5ERW251CQC5, 5734255]
[paragraph, [370.0, 520.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 556.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 592.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 628.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 664.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 700.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 736.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 772.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 808.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 844.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 880.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 916.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 952.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 988.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1024.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1060.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1096.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1132.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1168.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1204.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1240.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1276.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1312.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1348.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1384.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1420.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1456.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1492.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [370.0, 1528.0, 1136.0, 36.0], shoonya_1sXXFHTN684KO3, 5734255]
[paragraph, [376.0, 1602.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1638.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1674.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1710.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1746.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1782.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1818.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1854.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1890.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1926.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1962.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
[paragraph, [376.0, 1998.0, 1132.0, 36.0], shoonya_0sEM2MO5WE9X1O, 5734255]
