[1650, 1275]
[author, [845.0, 102.0, 327.0, 36.0], shoonya_3sZMEDMETJC9LR, 5722396]
[paragraph, [663.0, 177.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 213.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 249.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 285.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 321.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 357.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 393.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 429.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 465.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 501.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 537.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 573.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 609.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 645.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 681.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 717.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 753.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [663.0, 789.0, 505.0, 36.0], shoonya_1sJ4OI6FNFRXKQ, 5722396]
[paragraph, [125.0, 179.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 215.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 251.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 287.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 323.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 359.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 395.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 431.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 467.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 503.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 539.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 575.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 611.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 647.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 683.0, 526.0, 36.0], shoonya_0sVE6KS2RXS1A7, 5722396]
[paragraph, [125.0, 736.0, 528.0, 36.0], shoonya_2s6ZV90N4DAQNL, 5722396]
[paragraph, [125.0, 772.0, 528.0, 36.0], shoonya_2s6ZV90N4DAQNL, 5722396]
[paragraph, [125.0, 808.0, 528.0, 36.0], shoonya_2s6ZV90N4DAQNL, 5722396]
[folio, [385.0, 900.0, 834.0, 36.0], PSeVXVPonw, 5722396]
[folio, [385.0, 936.0, 834.0, 36.0], PSeVXVPonw, 5722396]
[folio, [385.0, 972.0, 834.0, 36.0], PSeVXVPonw, 5722396]
[folio, [385.0, 1008.0, 834.0, 36.0], PSeVXVPonw, 5722396]
