[2012, 1413]
[chapter-title, [349.0, 39.0, 792.0, 70.5], shoonya_3s7MT35XLJNJ85, 5654908]
[section-title, [613.0, 121.0, 259.0, 52.5], NoUWL_r0x5, 5654908]
[section-title, [613.0, 173.5, 259.0, 52.5], NoUWL_r0x5, 5654908]
[paragraph, [133.0, 335.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 371.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 407.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 443.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 479.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 515.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 551.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 587.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 623.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 659.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 695.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 731.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [133.0, 767.0, 1190.0, 36.0], shoonya_0sB60HIKJO6DUZ, 5654908]
[paragraph, [131.0, 840.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 876.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 912.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 948.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 984.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1020.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1056.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1092.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1128.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1164.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1200.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1236.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1272.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1308.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1344.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [131.0, 1380.0, 1200.0, 36.0], shoonya_1sO89Q7O5KNAOZ, 5654908]
[paragraph, [145.0, 1476.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1512.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1548.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1584.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1620.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1656.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1692.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1728.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1764.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
[paragraph, [145.0, 1800.0, 1185.0, 36.0], shoonya_2s9YMT8U9AFPHV, 5654908]
