[2339, 1654]
[folio, [140.0, 41.0, 733.0, 36.0], G9yxat2iXj, 5751387]
[paragraph, [117.0, 100.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 136.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 172.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 208.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 244.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 280.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 316.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 352.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 388.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [117.0, 424.0, 1478.0, 36.0], 4zVJk_jAc4, 5751387]
[paragraph, [275.0, 481.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 517.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 553.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 589.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 625.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 661.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 697.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 733.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 769.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 805.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 841.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 877.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 913.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 949.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 985.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1021.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1057.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1093.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1129.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1165.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1201.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1237.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1273.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1309.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1345.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1381.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1417.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[paragraph, [275.0, 1453.0, 1156.0, 36.0], shoonya_1sZO99DALRJ1R0, 5751387]
[reference, [1009.0, 1515.0, 407.0, 36.0], shoonya_2s7QMR69L16BKA, 5751387]
[paragraph, [127.0, 1577.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1613.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1649.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1685.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1721.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1757.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1793.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1829.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1865.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1901.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1937.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 1973.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 2009.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 2045.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 2081.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 2117.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
[paragraph, [127.0, 2153.0, 1456.0, 36.0], shoonya_0sREMZKS0AFUGC, 5751387]
