[3960, 3060]
[contact-info, [690.0, 217.0, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[contact-info, [690.0, 269.5, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[contact-info, [690.0, 322.0, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[contact-info, [690.0, 374.5, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[contact-info, [690.0, 427.0, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[contact-info, [690.0, 479.5, 1670.0, 52.5], 3-cLeb8KH4, 5698209]
[paragraph, [345.0, 674.0, 2305.0, 52.5], z41KyvXhcn, 5698209]
[paragraph, [345.0, 726.5, 2305.0, 52.5], z41KyvXhcn, 5698209]
[paragraph, [345.0, 952.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1004.5, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1057.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1109.5, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1162.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1214.5, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1267.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1319.5, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1372.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1424.5, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[paragraph, [345.0, 1477.0, 2358.0, 52.5], shoonya_0sFI9S4ZYZ0RL3, 5698209]
[ordered-list, [333.0, 1713.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 1765.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 1818.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 1870.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 1923.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 1975.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2028.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2080.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2133.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2185.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2238.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2290.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2343.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2395.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2448.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2500.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2553.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2605.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2658.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2710.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2763.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2815.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2868.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2920.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 2973.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 3025.5, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
[ordered-list, [333.0, 3078.0, 2413.0, 52.5], shoonya_6sZX6MBVYB2OJE, 5698209]
