[2717, 1772]
[folio, [782.0, 223.0, 223.0, 46.5], shoonya_0sRDD81NPCOYQN, 5721237]
[paragraph, [211.0, 335.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 381.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 428.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 474.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 521.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 567.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 614.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 660.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 707.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 753.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 800.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 846.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 893.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 939.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 986.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1032.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1079.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1125.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1172.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1218.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1265.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1311.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1358.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1404.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1451.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1497.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1544.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1590.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1637.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1683.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1730.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1776.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1823.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1869.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1916.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 1962.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2009.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2055.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2102.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2148.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2195.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2241.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2288.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2334.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2381.0, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
[paragraph, [211.0, 2427.5, 1355.0, 46.5], shoonya_1s7VVHEC7FOB8U, 5721237]
