[3060, 3960]
[section-title, [58.0, 456.0, 1465.0, 93.0], shoonya_0sWNJZTFW3GXNM, 5695416]
[unordered-list, [120.0, 640.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 692.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 745.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 797.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 850.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 902.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 955.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1007.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1060.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1112.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1165.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1217.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1270.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1322.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1375.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1427.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1480.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1532.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1585.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1637.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1690.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1742.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1795.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1847.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1900.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 1952.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2005.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2057.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2110.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2162.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2215.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2267.5, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[unordered-list, [120.0, 2320.0, 3538.0, 52.5], shoonya_1s04MFGL6OVMB9, 5695416]
[folio, [1707.0, 2416.0, 409.0, 52.5], _C5oJPVIgU, 5695416]
[folio, [1707.0, 2468.5, 409.0, 52.5], _C5oJPVIgU, 5695416]
[folio, [1707.0, 2521.0, 409.0, 52.5], _C5oJPVIgU, 5695416]
[folio, [1707.0, 2573.5, 409.0, 52.5], _C5oJPVIgU, 5695416]
