[1806, 1262]
[folio, [459.0, 102.0, 627.0, 36.0], shoonya_4sX71FKK1UQF3R, 5681659]
[paragraph, [649.0, 180.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 216.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 252.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 288.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 324.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 360.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 396.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 432.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 468.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 504.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 540.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 576.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 612.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 648.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 684.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 720.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 756.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 792.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [649.0, 828.0, 514.0, 36.0], shoonya_1sLN48QDIQARN8, 5681659]
[paragraph, [167.0, 184.0, 412.0, 36.0], shoonya_5sHDSACB4A50WS, 5681659]
[paragraph, [167.0, 220.0, 412.0, 36.0], shoonya_5sHDSACB4A50WS, 5681659]
[paragraph, [167.0, 256.0, 412.0, 36.0], shoonya_5sHDSACB4A50WS, 5681659]
[paragraph, [99.0, 297.0, 502.0, 36.0], shoonya_2sRXW4NUMGQCRA, 5681659]
[paragraph, [99.0, 333.0, 502.0, 36.0], shoonya_2sRXW4NUMGQCRA, 5681659]
[paragraph, [99.0, 369.0, 502.0, 36.0], shoonya_2sRXW4NUMGQCRA, 5681659]
[paragraph, [94.0, 442.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 478.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 514.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 550.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 586.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 622.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 658.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 694.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [94.0, 730.0, 512.0, 36.0], xczb3TNCj0, 5681659]
[paragraph, [100.0, 815.0, 502.0, 36.0], shoonya_3sRPGPT8FSRMVL, 5681659]
[paragraph, [100.0, 851.0, 502.0, 36.0], shoonya_3sRPGPT8FSRMVL, 5681659]
[paragraph, [100.0, 887.0, 502.0, 36.0], shoonya_3sRPGPT8FSRMVL, 5681659]
[paragraph, [645.0, 878.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 914.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 950.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 986.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1022.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1058.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1094.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1130.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1166.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1202.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1238.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1274.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1310.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1346.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1382.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1418.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [645.0, 1454.0, 515.0, 36.0], shoonya_0sH5X9A4I39JRH, 5681659]
[paragraph, [163.0, 957.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 993.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1029.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1065.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1101.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1137.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1173.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1209.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1245.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1281.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [163.0, 1317.0, 420.0, 36.0], refKUAGJJ-, 5681659]
[paragraph, [100.0, 1421.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1457.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1493.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1529.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1565.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1601.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1637.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [100.0, 1673.0, 509.0, 36.0], RwSiM4VUtY, 5681659]
[paragraph, [687.0, 1522.0, 430.0, 36.0], AXkb3vNCFl, 5681659]
[paragraph, [687.0, 1558.0, 430.0, 36.0], AXkb3vNCFl, 5681659]
[paragraph, [687.0, 1594.0, 430.0, 36.0], AXkb3vNCFl, 5681659]
[paragraph, [687.0, 1630.0, 430.0, 36.0], AXkb3vNCFl, 5681659]
[paragraph, [687.0, 1666.0, 430.0, 36.0], AXkb3vNCFl, 5681659]
