[3835, 2318]
[paragraph, [113.0, 359.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 411.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 464.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 516.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 569.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 621.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 674.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 726.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 779.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 831.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 884.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 936.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 989.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1041.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1094.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1146.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1199.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1251.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1304.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1356.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1409.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1461.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1514.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1566.5, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
[paragraph, [113.0, 1619.0, 2164.0, 52.5], 1TBAMvn2Y6, 5720532]
