[1031, 622]
[section-title, [260.0, 69.0, 101.0, 30.0], shoonya_2sE532L3ZLL7IM, 5710031]
[paragraph, [64.0, 107.0, 491.0, 18.0], shoonya_0s09QKCHG6WX5B, 5710031]
[paragraph, [64.0, 125.0, 491.0, 18.0], shoonya_0s09QKCHG6WX5B, 5710031]
[paragraph, [64.0, 143.0, 491.0, 18.0], shoonya_0s09QKCHG6WX5B, 5710031]
[paragraph, [64.0, 161.0, 491.0, 18.0], shoonya_0s09QKCHG6WX5B, 5710031]
[paragraph, [64.0, 179.0, 491.0, 18.0], shoonya_0s09QKCHG6WX5B, 5710031]
[paragraph, [58.0, 211.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 229.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 247.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 265.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 283.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 301.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 319.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 337.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 355.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 373.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 391.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 409.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 427.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 445.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 463.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 481.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 499.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 517.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 535.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 553.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 571.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 589.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 607.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 625.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 643.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 661.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 679.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 697.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 715.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 733.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [58.0, 751.0, 500.0, 18.0], 519zQYi6N8, 5710031]
[paragraph, [65.0, 772.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 790.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 808.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 826.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 844.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 862.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 880.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 898.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 916.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
[paragraph, [65.0, 934.0, 491.0, 18.0], shoonya_1sAT4BE5BYMDU3, 5710031]
