[1298, 853]
[section-title, [308.0, 68.0, 218.0, 30.0], shoonya_3sZMPMMCPK0T67, 5709658]
[paragraph, [69.0, 116.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 134.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 152.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 170.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 188.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 206.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 224.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 242.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 260.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 278.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 296.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 314.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 332.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 350.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 368.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 386.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 404.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 422.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 440.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [69.0, 458.0, 711.0, 18.0], shoonya_2sXBZM8GEQCWYX, 5709658]
[paragraph, [67.0, 486.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 504.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 522.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 540.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 558.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 576.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
[paragraph, [67.0, 594.0, 714.0, 18.0], shoonya_0sBMU1BH46UWRQ, 5709658]
