[2068, 1551]
[folio, [37.0, 37.0, 410.0, 36.0], OV0svEQKJW, 5712536]
[paragraph, [36.0, 109.0, 722.0, 36.0], shoonya_10sXGQOOJ1HAU8, 5712536]
[paragraph, [36.0, 145.0, 722.0, 36.0], shoonya_10sXGQOOJ1HAU8, 5712536]
[paragraph, [36.0, 181.0, 722.0, 36.0], shoonya_10sXGQOOJ1HAU8, 5712536]
[paragraph, [36.0, 217.0, 722.0, 36.0], shoonya_10sXGQOOJ1HAU8, 5712536]
[paragraph, [36.0, 253.0, 722.0, 36.0], shoonya_10sXGQOOJ1HAU8, 5712536]
[paragraph, [767.0, 119.0, 472.0, 36.0], shoonya_14sF3TWPSIMJ0O, 5712536]
[paragraph, [760.0, 197.0, 485.0, 36.0], nRE-mIYdin, 5712536]
[paragraph, [760.0, 233.0, 485.0, 36.0], nRE-mIYdin, 5712536]
[paragraph, [760.0, 269.0, 485.0, 36.0], nRE-mIYdin, 5712536]
[paragraph, [760.0, 305.0, 485.0, 36.0], nRE-mIYdin, 5712536]
[paragraph, [45.0, 344.0, 717.0, 36.0], shoonya_16s9ZB5BZHEH0U, 5712536]
[paragraph, [758.0, 356.0, 725.0, 36.0], LX4fCq3vOS, 5712536]
[paragraph, [758.0, 392.0, 725.0, 36.0], LX4fCq3vOS, 5712536]
[paragraph, [758.0, 428.0, 725.0, 36.0], LX4fCq3vOS, 5712536]
[paragraph, [758.0, 464.0, 725.0, 36.0], LX4fCq3vOS, 5712536]
[paragraph, [758.0, 500.0, 725.0, 36.0], LX4fCq3vOS, 5712536]
[paragraph, [297.0, 387.0, 455.0, 36.0], TuvsG1HN1Y, 5712536]
[paragraph, [297.0, 423.0, 455.0, 36.0], TuvsG1HN1Y, 5712536]
[paragraph, [297.0, 459.0, 455.0, 36.0], TuvsG1HN1Y, 5712536]
[paragraph, [297.0, 495.0, 455.0, 36.0], TuvsG1HN1Y, 5712536]
[paragraph, [297.0, 531.0, 455.0, 36.0], TuvsG1HN1Y, 5712536]
[paragraph, [44.0, 579.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 615.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 651.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 687.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 723.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 759.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 795.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 831.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [44.0, 867.0, 708.0, 36.0], sqdivHRmT3, 5712536]
[paragraph, [759.0, 583.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 619.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 655.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 691.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 727.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 763.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 799.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 835.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 871.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 907.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
