[792, 612]
[paragraph, [193.0, 58.0, 180.0, 18.0], 7zqlvxcBeU, 5654441]
[paragraph, [193.0, 76.0, 180.0, 18.0], 7zqlvxcBeU, 5654441]
[paragraph, [193.0, 94.0, 180.0, 18.0], 7zqlvxcBeU, 5654441]
[paragraph, [63.0, 63.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 81.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 99.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 117.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 135.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 153.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 171.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 189.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 207.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 225.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 243.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 261.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 279.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 297.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 315.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 333.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 351.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 369.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 387.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 405.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 423.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 441.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 459.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 477.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 495.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 513.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 531.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [63.0, 549.0, 120.0, 18.0], 7F8T6WltQ5, 5654441]
[paragraph, [385.0, 70.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 88.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 106.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 124.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 142.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 160.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 178.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 196.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 214.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 232.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 250.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 268.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 286.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 304.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 322.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 340.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [385.0, 358.0, 164.0, 18.0], shoonya_0sNUERUEF6VSID, 5654441]
[paragraph, [202.0, 128.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 146.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 164.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 182.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 200.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 218.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 236.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 254.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 272.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 290.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 308.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 326.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 344.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 362.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 380.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 398.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 416.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 434.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 452.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 470.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 488.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 506.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 524.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 542.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 560.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 578.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 596.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [202.0, 614.0, 164.0, 18.0], shoonya_2sU1JD4IGMSQCI, 5654441]
[paragraph, [386.0, 394.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 412.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 430.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 448.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 466.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 484.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 502.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 520.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 538.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 556.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 574.0, 163.0, 18.0], shoonya_1sS7QH336F3ATN, 5654441]
[paragraph, [386.0, 613.0, 163.0, 18.0], shoonya_3sKBGGKB93YIDT, 5654441]
[paragraph, [386.0, 631.0, 163.0, 18.0], shoonya_3sKBGGKB93YIDT, 5654441]
[paragraph, [386.0, 649.0, 163.0, 18.0], shoonya_3sKBGGKB93YIDT, 5654441]
[paragraph, [386.0, 667.0, 163.0, 18.0], shoonya_3sKBGGKB93YIDT, 5654441]
[paragraph, [386.0, 685.0, 163.0, 18.0], shoonya_3sKBGGKB93YIDT, 5654441]
[paragraph, [198.0, 644.0, 169.0, 18.0], EKOBZlxI_L, 5654441]
[paragraph, [198.0, 662.0, 169.0, 18.0], EKOBZlxI_L, 5654441]
[paragraph, [198.0, 680.0, 169.0, 18.0], EKOBZlxI_L, 5654441]
[paragraph, [198.0, 698.0, 169.0, 18.0], EKOBZlxI_L, 5654441]
[folio, [73.0, 738.0, 57.0, 18.0], k6-iiMOUA-, 5654441]
