[1823, 1375]
[section-title, [586.0, 187.0, 185.0, 49.5], shoonya_3sANOXD5PEJ69V, 5684397]
[paragraph, [207.0, 280.0, 376.0, 36.0], FYi9xAPWhw, 5684397]
[paragraph, [207.0, 316.0, 376.0, 36.0], FYi9xAPWhw, 5684397]
[paragraph, [207.0, 352.0, 376.0, 36.0], FYi9xAPWhw, 5684397]
[paragraph, [207.0, 388.0, 376.0, 36.0], FYi9xAPWhw, 5684397]
[paragraph, [207.0, 424.0, 376.0, 36.0], FYi9xAPWhw, 5684397]
[paragraph, [781.0, 284.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 320.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 356.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 392.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 428.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 464.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [781.0, 500.0, 376.0, 36.0], VSqlJpoySl, 5684397]
[paragraph, [207.0, 499.0, 362.0, 36.0], o65JbqZ4OI, 5684397]
[paragraph, [207.0, 535.0, 362.0, 36.0], o65JbqZ4OI, 5684397]
[paragraph, [207.0, 571.0, 362.0, 36.0], o65JbqZ4OI, 5684397]
[paragraph, [207.0, 607.0, 362.0, 36.0], o65JbqZ4OI, 5684397]
[paragraph, [790.0, 584.0, 386.0, 36.0], da8f4cDAET, 5684397]
[paragraph, [790.0, 620.0, 386.0, 36.0], da8f4cDAET, 5684397]
[paragraph, [790.0, 656.0, 386.0, 36.0], da8f4cDAET, 5684397]
[paragraph, [790.0, 692.0, 386.0, 36.0], da8f4cDAET, 5684397]
[paragraph, [790.0, 728.0, 386.0, 36.0], da8f4cDAET, 5684397]
[paragraph, [211.0, 713.0, 395.0, 36.0], VGKyIE5rv8, 5684397]
[paragraph, [211.0, 749.0, 395.0, 36.0], VGKyIE5rv8, 5684397]
[paragraph, [211.0, 785.0, 395.0, 36.0], VGKyIE5rv8, 5684397]
[paragraph, [211.0, 821.0, 395.0, 36.0], VGKyIE5rv8, 5684397]
[paragraph, [211.0, 857.0, 395.0, 36.0], VGKyIE5rv8, 5684397]
[paragraph, [784.0, 801.0, 440.0, 36.0], m0svmLW1mR, 5684397]
[paragraph, [784.0, 837.0, 440.0, 36.0], m0svmLW1mR, 5684397]
[paragraph, [784.0, 873.0, 440.0, 36.0], m0svmLW1mR, 5684397]
[paragraph, [784.0, 909.0, 440.0, 36.0], m0svmLW1mR, 5684397]
[paragraph, [202.0, 932.0, 373.0, 36.0], mW92hFHW-H, 5684397]
[paragraph, [202.0, 968.0, 373.0, 36.0], mW92hFHW-H, 5684397]
[paragraph, [202.0, 1004.0, 373.0, 36.0], mW92hFHW-H, 5684397]
[paragraph, [202.0, 1040.0, 373.0, 36.0], mW92hFHW-H, 5684397]
[paragraph, [202.0, 1076.0, 373.0, 36.0], mW92hFHW-H, 5684397]
[paragraph, [783.0, 1016.0, 400.0, 36.0], YPywXEVsvH, 5684397]
[paragraph, [783.0, 1052.0, 400.0, 36.0], YPywXEVsvH, 5684397]
[paragraph, [783.0, 1088.0, 400.0, 36.0], YPywXEVsvH, 5684397]
[paragraph, [783.0, 1124.0, 400.0, 36.0], YPywXEVsvH, 5684397]
[paragraph, [783.0, 1160.0, 400.0, 36.0], YPywXEVsvH, 5684397]
[paragraph, [202.0, 1154.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1190.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1226.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1262.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1298.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1334.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [202.0, 1370.0, 391.0, 36.0], f5ocL4N7Bj, 5684397]
[paragraph, [792.0, 1242.0, 380.0, 36.0], 9PJZE471Sy, 5684397]
[paragraph, [792.0, 1278.0, 380.0, 36.0], 9PJZE471Sy, 5684397]
[paragraph, [792.0, 1314.0, 380.0, 36.0], 9PJZE471Sy, 5684397]
[paragraph, [792.0, 1350.0, 380.0, 36.0], 9PJZE471Sy, 5684397]
[author, [990.0, 1420.0, 260.0, 36.0], vAsFHeP2EU, 5684397]
[footnote, [103.0, 1640.0, 1165.0, 36.0], 1wzDCBXWMT, 5684397]
[footnote, [103.0, 1676.0, 1165.0, 36.0], 1wzDCBXWMT, 5684397]
