[2200, 1700]
[ordered-list, [374.0, 113.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[ordered-list, [374.0, 149.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[ordered-list, [374.0, 185.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[ordered-list, [374.0, 221.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[ordered-list, [374.0, 257.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[ordered-list, [374.0, 293.0, 1133.0, 36.0], shoonya_6sRVTAF51SGX4H, 5734550]
[paragraph, [371.0, 343.0, 1137.0, 36.0], shoonya_5sOXPN1BWAN8DL, 5734550]
[paragraph, [371.0, 379.0, 1137.0, 36.0], shoonya_5sOXPN1BWAN8DL, 5734550]
[paragraph, [371.0, 415.0, 1137.0, 36.0], shoonya_5sOXPN1BWAN8DL, 5734550]
[paragraph, [371.0, 451.0, 1137.0, 36.0], shoonya_5sOXPN1BWAN8DL, 5734550]
[paragraph, [373.0, 535.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 571.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 607.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 643.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 679.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 715.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 751.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 787.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 823.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 859.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 895.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 931.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [373.0, 967.0, 1134.0, 36.0], shoonya_0sL6N44PUEKFUM, 5734550]
[paragraph, [372.0, 1057.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1093.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1129.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1165.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1201.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1237.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1273.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1309.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1345.0, 1134.0, 36.0], shoonya_2sIHC8CLOF8OU9, 5734550]
[paragraph, [372.0, 1547.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1583.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1619.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1655.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1691.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1727.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1763.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1799.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1835.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1871.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1907.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1943.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
[paragraph, [372.0, 1979.0, 1135.0, 36.0], shoonya_1sOTLPPRFZ66XA, 5734550]
