[1162, 749]
[folio, [321.0, 76.0, 82.0, 18.0], QD9tWKKqvy, 5699897]
[paragraph, [74.0, 121.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 139.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 157.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 175.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 193.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 211.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [74.0, 229.0, 592.0, 18.0], shoonya_1sB8XHN3OM5MMS, 5699897]
[paragraph, [80.0, 270.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 288.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 306.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 324.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 342.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 360.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 378.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 396.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 414.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 432.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 450.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 468.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 486.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 504.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 522.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 540.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 558.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 576.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 594.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 612.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 630.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 648.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 666.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 684.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 702.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 720.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 738.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 756.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 774.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 792.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 810.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 828.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 846.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 864.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 882.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 900.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 918.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 936.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 954.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 972.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 990.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 1008.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 1026.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 1044.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
[paragraph, [80.0, 1062.0, 595.0, 18.0], shoonya_0sIK8D8P5X74NX, 5699897]
