[1818, 1374]
[folio, [486.0, 164.0, 405.0, 36.0], shoonya_1sVO1XFR91TY8T, 5682966]
[paragraph, [106.0, 234.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [106.0, 270.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [106.0, 306.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [106.0, 342.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [106.0, 378.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [106.0, 414.0, 570.0, 36.0], shoonya_3sGCJKLWRMR1Z7, 5682966]
[paragraph, [699.0, 235.0, 571.0, 36.0], LCYAUl2QnY, 5682966]
[paragraph, [699.0, 271.0, 571.0, 36.0], LCYAUl2QnY, 5682966]
[paragraph, [699.0, 307.0, 571.0, 36.0], LCYAUl2QnY, 5682966]
[paragraph, [699.0, 343.0, 571.0, 36.0], LCYAUl2QnY, 5682966]
[paragraph, [699.0, 379.0, 571.0, 36.0], LCYAUl2QnY, 5682966]
[paragraph, [699.0, 443.0, 571.0, 36.0], D3FdxSQKip, 5682966]
[paragraph, [699.0, 479.0, 571.0, 36.0], D3FdxSQKip, 5682966]
[paragraph, [699.0, 515.0, 571.0, 36.0], D3FdxSQKip, 5682966]
[paragraph, [107.0, 483.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 519.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 555.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 591.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 627.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 663.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [107.0, 699.0, 573.0, 36.0], shoonya_4s1I8OH4LP24ZY, 5682966]
[paragraph, [697.0, 564.0, 571.0, 36.0], Rkg4Orl18J, 5682966]
[paragraph, [697.0, 600.0, 571.0, 36.0], Rkg4Orl18J, 5682966]
[paragraph, [697.0, 636.0, 571.0, 36.0], Rkg4Orl18J, 5682966]
[paragraph, [696.0, 688.0, 571.0, 36.0], hSCe7yymoy, 5682966]
[paragraph, [696.0, 724.0, 571.0, 36.0], hSCe7yymoy, 5682966]
[paragraph, [696.0, 760.0, 571.0, 36.0], hSCe7yymoy, 5682966]
[paragraph, [107.0, 773.0, 575.0, 36.0], shoonya_5sJP48F1U2LNTF, 5682966]
[paragraph, [107.0, 809.0, 575.0, 36.0], shoonya_5sJP48F1U2LNTF, 5682966]
[paragraph, [107.0, 845.0, 575.0, 36.0], shoonya_5sJP48F1U2LNTF, 5682966]
[paragraph, [107.0, 881.0, 575.0, 36.0], shoonya_5sJP48F1U2LNTF, 5682966]
[paragraph, [696.0, 816.0, 558.0, 36.0], qtrsn3UGuD, 5682966]
[paragraph, [696.0, 852.0, 558.0, 36.0], qtrsn3UGuD, 5682966]
[paragraph, [696.0, 888.0, 558.0, 36.0], qtrsn3UGuD, 5682966]
[paragraph, [696.0, 924.0, 558.0, 36.0], qtrsn3UGuD, 5682966]
[paragraph, [696.0, 960.0, 558.0, 36.0], qtrsn3UGuD, 5682966]
[paragraph, [154.0, 937.0, 467.0, 36.0], shoonya_6sS4S7RIFV2DHP, 5682966]
[paragraph, [109.0, 980.0, 570.0, 36.0], AaHYmrOFKd, 5682966]
[paragraph, [109.0, 1016.0, 570.0, 36.0], AaHYmrOFKd, 5682966]
[paragraph, [694.0, 1022.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1058.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1094.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1130.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1166.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1202.0, 569.0, 36.0], xblecGqusT, 5682966]
[paragraph, [694.0, 1238.0, 569.0, 36.0], xblecGqusT, 5682966]
