[1565, 1152]
[paragraph, [114.0, 142.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 178.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 214.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 250.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 286.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 322.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 358.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 394.0, 288.0, 36.0], shoonya_8sDXNTLA0P2OTJ, 5712315]
[paragraph, [114.0, 436.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 472.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 508.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 544.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 580.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 616.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 652.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 688.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 724.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 760.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 796.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [114.0, 832.0, 284.0, 36.0], shoonya_3s0O4BA0K54JRD, 5712315]
[paragraph, [425.0, 551.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 587.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 623.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 659.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 695.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 731.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 767.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 803.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 839.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 875.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 911.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 947.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 983.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1019.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1055.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1091.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1127.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1163.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1199.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1235.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1271.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [425.0, 1307.0, 294.0, 36.0], shoonya_4s42Y7RRD3DFK5, 5712315]
[paragraph, [739.0, 554.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 590.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 626.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 662.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 698.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 734.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 770.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 806.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 842.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 878.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 914.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 950.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 986.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 1022.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [739.0, 1058.0, 301.0, 36.0], shoonya_1s5MYP1JJVDDO9, 5712315]
[paragraph, [114.0, 888.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 924.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 960.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 996.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1032.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1068.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1104.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1140.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1176.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1212.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1248.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1284.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1320.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1356.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [114.0, 1392.0, 292.0, 36.0], shoonya_2s24XU8X13T5HH, 5712315]
[paragraph, [740.0, 1107.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1143.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1179.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1215.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1251.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1287.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1323.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [740.0, 1359.0, 290.0, 36.0], shoonya_5s30ZTGWL49TVL, 5712315]
[paragraph, [427.0, 1369.0, 227.0, 36.0], shoonya_7s25DTK5ISYK53, 5712315]
[folio, [117.0, 1447.0, 139.0, 36.0], aA3ynPkiR6, 5712315]
[folio, [919.0, 1453.0, 119.0, 36.0], -rCdRMJuys, 5712315]
