[2339, 1653]
[paragraph, [219.0, 209.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 245.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 281.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 317.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 353.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 389.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 425.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 461.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 497.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 533.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 569.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 605.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 641.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 677.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [219.0, 713.0, 1211.0, 36.0], shoonya_2s47Z18TTYES7N, 5686457]
[paragraph, [293.0, 781.0, 1059.0, 36.0], nb2VtJWYxh, 5686457]
[paragraph, [293.0, 817.0, 1059.0, 36.0], nb2VtJWYxh, 5686457]
[paragraph, [293.0, 853.0, 1059.0, 36.0], nb2VtJWYxh, 5686457]
[reference, [764.0, 946.0, 578.0, 36.0], 3CC43xWH3-, 5686457]
[paragraph, [220.0, 1031.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1067.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1103.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1139.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1175.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1211.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1247.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1283.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1319.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1355.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1391.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1427.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1463.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1499.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [220.0, 1535.0, 1215.0, 36.0], shoonya_0sTA0XN44F1E42, 5686457]
[paragraph, [221.0, 1620.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1656.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1692.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1728.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1764.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1800.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1836.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1872.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1908.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1944.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 1980.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 2016.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
[paragraph, [221.0, 2052.0, 1215.0, 36.0], shoonya_1sSPK15ICUN7KS, 5686457]
