[1806, 1262]
[folio, [537.0, 103.0, 554.0, 36.0], shoonya_0sZP6CMDD2C55O, 5681473]
[paragraph, [656.0, 182.0, 505.0, 36.0], Dx-9C7JRJl, 5681473]
[paragraph, [656.0, 218.0, 505.0, 36.0], Dx-9C7JRJl, 5681473]
[paragraph, [93.0, 184.0, 502.0, 36.0], shoonya_3s068QBKQBD37E, 5681473]
[paragraph, [90.0, 265.0, 504.0, 36.0], shoonya_4sT5V1DJ72M3JS, 5681473]
[paragraph, [90.0, 301.0, 504.0, 36.0], shoonya_4sT5V1DJ72M3JS, 5681473]
[paragraph, [90.0, 337.0, 504.0, 36.0], shoonya_4sT5V1DJ72M3JS, 5681473]
[paragraph, [90.0, 373.0, 504.0, 36.0], shoonya_4sT5V1DJ72M3JS, 5681473]
[paragraph, [690.0, 294.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 330.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 366.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 402.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 438.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 474.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 510.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 546.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 582.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 618.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 654.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 690.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 726.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 762.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 798.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 834.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [690.0, 870.0, 474.0, 36.0], XCvtKuCH11, 5681473]
[paragraph, [95.0, 448.0, 499.0, 36.0], shoonya_5s1D66BW110CPU, 5681473]
[paragraph, [95.0, 484.0, 499.0, 36.0], shoonya_5s1D66BW110CPU, 5681473]
[paragraph, [95.0, 520.0, 499.0, 36.0], shoonya_5s1D66BW110CPU, 5681473]
[paragraph, [95.0, 556.0, 499.0, 36.0], shoonya_5s1D66BW110CPU, 5681473]
[paragraph, [132.0, 627.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 663.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 699.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 735.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 771.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 807.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 843.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 879.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 915.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [132.0, 951.0, 470.0, 36.0], B2QD8GFQew, 5681473]
[paragraph, [651.0, 944.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 980.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1016.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1052.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1088.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1124.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1160.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1196.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1232.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1268.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1304.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1340.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1376.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1412.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1448.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1484.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1520.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1556.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1592.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1628.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [651.0, 1664.0, 514.0, 36.0], yRF1J8TYtZ, 5681473]
[paragraph, [100.0, 1026.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1062.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1098.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1134.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1170.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1206.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1242.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1278.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1314.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1350.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1386.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1422.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1458.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [100.0, 1494.0, 503.0, 36.0], mIv-Gk_YRy, 5681473]
[paragraph, [102.0, 1563.0, 506.0, 36.0], vik4ikOwIm, 5681473]
[paragraph, [102.0, 1599.0, 506.0, 36.0], vik4ikOwIm, 5681473]
[paragraph, [102.0, 1635.0, 506.0, 36.0], vik4ikOwIm, 5681473]
[paragraph, [102.0, 1671.0, 506.0, 36.0], vik4ikOwIm, 5681473]
