[2338, 1654]
[paragraph, [265.0, 234.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 270.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 306.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 342.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 378.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 414.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 450.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 486.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 522.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 558.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 594.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 630.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 666.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 702.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 738.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 774.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 810.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 846.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 882.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 918.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 954.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 990.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1026.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1062.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1098.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1134.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1170.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1206.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1242.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1278.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1314.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1350.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1386.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1422.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1458.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1494.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1530.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1566.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [265.0, 1602.0, 1199.0, 36.0], shoonya_1sAUKTE1J34479, 5753419]
[paragraph, [248.0, 1656.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1692.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1728.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1764.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1800.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1836.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1872.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1908.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1944.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 1980.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
[paragraph, [248.0, 2016.0, 1232.0, 36.0], shoonya_0sUZ5T98NHAPVF, 5753419]
