[2339, 1654]
[paragraph, [187.0, 252.0, 1274.0, 36.0], shoonya_5sAJKJV9VJ5YEY, 5687356]
[paragraph, [187.0, 288.0, 1274.0, 36.0], shoonya_5sAJKJV9VJ5YEY, 5687356]
[paragraph, [187.0, 324.0, 1274.0, 36.0], shoonya_5sAJKJV9VJ5YEY, 5687356]
[paragraph, [187.0, 360.0, 1274.0, 36.0], shoonya_5sAJKJV9VJ5YEY, 5687356]
[section-title, [288.0, 475.0, 179.0, 52.5], shoonya_2sHKRECXSBX4SM, 5687356]
[paragraph, [185.0, 595.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 631.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 667.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 703.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 739.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 775.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 811.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 847.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 883.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 919.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 955.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 991.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1027.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1063.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1099.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1135.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1171.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1207.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1243.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[paragraph, [185.0, 1279.0, 1283.0, 36.0], shoonya_0sP260KUDLFJZD, 5687356]
[section-title, [288.0, 1404.0, 180.0, 52.5], shoonya_3sOFINE4LYCHLW, 5687356]
[paragraph, [182.0, 1526.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1562.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1598.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1634.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1670.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1706.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1742.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1778.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1814.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1850.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1886.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1922.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1958.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 1994.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
[paragraph, [182.0, 2030.0, 1281.0, 36.0], shoonya_1sVE5VAVB9USD6, 5687356]
