[1241, 1754]
[folio, [63.0, 65.0, 484.0, 18.0], EweG_Glcng, 6478283]
[folio, [63.0, 83.0, 484.0, 18.0], EweG_Glcng, 6478283]
[folio, [63.0, 101.0, 484.0, 18.0], EweG_Glcng, 6478283]
[folio, [63.0, 119.0, 484.0, 18.0], EweG_Glcng, 6478283]
[folio, [916.0, 65.0, 440.0, 18.0], ESZMThxrPD, 6478283]
[folio, [916.0, 83.0, 440.0, 18.0], ESZMThxrPD, 6478283]
[folio, [916.0, 101.0, 440.0, 18.0], ESZMThxrPD, 6478283]
[unordered-list, [68.0, 174.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 192.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 210.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 228.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 246.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 264.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 282.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 300.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 318.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 336.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 354.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 372.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 390.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 408.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 426.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 444.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 462.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 480.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 498.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 516.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 534.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 552.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 570.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[unordered-list, [68.0, 588.0, 589.0, 18.0], shoonya_0sXZ3URHXACYV9, 6478283]
[ordered-list, [925.0, 184.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 202.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 220.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 238.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 256.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 274.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 292.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 310.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 328.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 346.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 364.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 382.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 400.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 418.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 436.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 454.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 472.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 490.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 508.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 526.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 544.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 562.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 580.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 598.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 616.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 634.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 652.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 670.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 688.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 706.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 724.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [925.0, 742.0, 762.0, 18.0], yOCJP6ZTDo, 6478283]
[ordered-list, [70.0, 646.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 664.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 682.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 700.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 718.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 736.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 754.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 772.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 790.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 808.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 826.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 844.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 862.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 880.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 898.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 916.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 934.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 952.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 970.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 988.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1006.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1024.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1042.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1060.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1078.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1096.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[ordered-list, [70.0, 1114.0, 760.0, 18.0], mZOoKYl57Q, 6478283]
[section-title, [942.0, 804.0, 98.0, 30.0], bR3fOkWOsx, 6478283]
[paragraph, [940.0, 848.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[paragraph, [940.0, 866.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[paragraph, [940.0, 884.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[paragraph, [940.0, 902.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[paragraph, [940.0, 920.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[paragraph, [940.0, 938.0, 725.0, 18.0], Q6hTan0_NY, 6478283]
[unordered-list, [944.0, 971.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 989.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1007.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1025.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1043.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1061.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1079.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1097.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
[unordered-list, [944.0, 1115.0, 723.0, 18.0], 3WyxhbDnKR, 6478283]
