[681, 1021]
[section-title, [38.0, 58.0, 270.0, 30.0], zuS8WXZJhQ, 5744764]
[sidebar, [374.0, 69.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 87.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 105.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 123.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 141.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 159.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 177.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 195.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 213.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 231.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 249.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 267.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 285.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[sidebar, [374.0, 303.0, 274.0, 18.0], shoonya_4sHO5WS1B5EB33, 5744764]
[unordered-list, [36.0, 106.0, 262.0, 18.0], shoonya_2s41FDF6AOU1FM, 5744764]
[unordered-list, [36.0, 124.0, 262.0, 18.0], shoonya_2s41FDF6AOU1FM, 5744764]
[section-title, [52.0, 313.0, 232.0, 30.0], DlbYIrNhMY, 5744764]
[headline, [701.0, 350.0, 297.0, 25.5], Kf2DEAqkVl, 5744764]
[paragraph, [363.0, 362.0, 298.0, 18.0], JUA9ZGugy1, 5744764]
[paragraph, [363.0, 380.0, 298.0, 18.0], JUA9ZGugy1, 5744764]
[paragraph, [363.0, 398.0, 298.0, 18.0], JUA9ZGugy1, 5744764]
[paragraph, [363.0, 416.0, 298.0, 18.0], JUA9ZGugy1, 5744764]
[paragraph, [363.0, 434.0, 298.0, 18.0], JUA9ZGugy1, 5744764]
[section-title, [718.0, 395.0, 266.0, 30.0], CSQe-7IXi8, 5744764]
[paragraph, [712.0, 432.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 450.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 468.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 486.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 504.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 522.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 540.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [712.0, 558.0, 279.0, 18.0], 7dieV9oDvy, 5744764]
[paragraph, [357.0, 471.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 489.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 507.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 525.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 543.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 561.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [357.0, 579.0, 299.0, 18.0], Cr6AtBdPz7, 5744764]
[paragraph, [29.0, 547.0, 280.0, 18.0], ZuorIr9tJ9, 5744764]
[paragraph, [29.0, 565.0, 280.0, 18.0], ZuorIr9tJ9, 5744764]
[paragraph, [29.0, 583.0, 280.0, 18.0], ZuorIr9tJ9, 5744764]
[paragraph, [29.0, 601.0, 280.0, 18.0], ZuorIr9tJ9, 5744764]
