[2339, 1654]
[folio, [1301.0, 55.0, 234.0, 36.0], akMpKLntmf, 5750733]
[paragraph, [89.0, 120.0, 1452.0, 36.0], oIS34pHHmA, 5750733]
[paragraph, [89.0, 156.0, 1452.0, 36.0], oIS34pHHmA, 5750733]
[paragraph, [89.0, 192.0, 1452.0, 36.0], oIS34pHHmA, 5750733]
[paragraph, [89.0, 228.0, 1452.0, 36.0], oIS34pHHmA, 5750733]
[paragraph, [89.0, 264.0, 1452.0, 36.0], oIS34pHHmA, 5750733]
[paragraph, [101.0, 322.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 358.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 394.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 430.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 466.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 502.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 538.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 574.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 610.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 646.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 682.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 718.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 754.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 790.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 826.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 862.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 898.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 934.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 970.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1006.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1042.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1078.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1114.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1150.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1186.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1222.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1258.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [101.0, 1294.0, 1453.0, 36.0], shoonya_1sGROOIL3KDZ0D, 5750733]
[paragraph, [235.0, 1354.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1390.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1426.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1462.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1498.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1534.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1570.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1606.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1642.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1678.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1714.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1750.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1786.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1822.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1858.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1894.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1930.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 1966.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2002.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2038.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2074.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2110.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2146.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
[paragraph, [235.0, 2182.0, 1204.0, 36.0], shoonya_0sUBKK8ELZS2TJ, 5750733]
