[1725, 1313]
[paragraph, [662.0, 144.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 180.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 216.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 252.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 288.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 324.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [662.0, 360.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [120.0, 186.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 222.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 258.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 294.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 330.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 366.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 402.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 438.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 474.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [120.0, 510.0, 527.0, 36.0], shoonya_4sELE99UT2KA4X, 5771625]
[paragraph, [664.0, 416.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 452.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 488.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 524.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 560.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 596.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 632.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 668.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 704.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [664.0, 740.0, 525.0, 36.0], shoonya_1sOUSBQ6LWYPJO, 5771625]
[paragraph, [122.0, 585.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 621.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 657.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 693.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 729.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 765.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 801.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [122.0, 837.0, 525.0, 36.0], shoonya_2sMNUDKP6UO2YO, 5771625]
[paragraph, [662.0, 784.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 820.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 856.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 892.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 928.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 964.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 1000.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 1036.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 1072.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [662.0, 1108.0, 526.0, 36.0], shoonya_3sZ387QO29M7NL, 5771625]
[paragraph, [119.0, 892.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 928.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 964.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1000.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1036.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1072.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
