[1518, 1075]
[paragraph, [86.0, 171.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 207.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 243.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 279.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 315.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 351.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 387.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 423.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 459.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [86.0, 495.0, 435.0, 36.0], shoonya_0s8XYD8Z9WS33T, 5722857]
[paragraph, [532.0, 173.0, 438.0, 36.0], JtXF_29YI2, 5722857]
[paragraph, [532.0, 209.0, 438.0, 36.0], JtXF_29YI2, 5722857]
[paragraph, [530.0, 280.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 316.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 352.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 388.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 424.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 460.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 496.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 532.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 568.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 604.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 640.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [530.0, 676.0, 439.0, 36.0], uVq3VYO-iV, 5722857]
[paragraph, [83.0, 541.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 577.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 613.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 649.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 685.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 721.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 757.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 793.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 829.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 865.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 901.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 937.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 973.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1009.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1045.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1081.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1117.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1153.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1189.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1225.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1261.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[paragraph, [83.0, 1297.0, 438.0, 36.0], gWj98wZXlv, 5722857]
[section-title, [639.0, 738.0, 220.0, 49.5], Z0nu5BFq9f, 5722857]
[paragraph, [529.0, 799.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 835.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 871.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 907.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 943.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 979.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 1015.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 1051.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 1087.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [529.0, 1123.0, 448.0, 36.0], obd7lr0aVY, 5722857]
[paragraph, [528.0, 1198.0, 447.0, 36.0], UavI-75IlL, 5722857]
[paragraph, [528.0, 1234.0, 447.0, 36.0], UavI-75IlL, 5722857]
[paragraph, [528.0, 1270.0, 447.0, 36.0], UavI-75IlL, 5722857]
[footnote, [229.0, 1335.0, 597.0, 36.0], pPLDi0NFkX, 5722857]
