[2067, 1567]
[folio, [187.0, 201.0, 240.0, 36.0], Xg8vjeeCkk, 5735775]
[paragraph, [793.0, 250.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [793.0, 286.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [793.0, 322.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [793.0, 358.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [793.0, 394.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [793.0, 430.0, 577.0, 36.0], shoonya_5sF5X2LLX0EPPP, 5735775]
[paragraph, [191.0, 253.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [191.0, 289.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [191.0, 325.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [191.0, 361.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [191.0, 397.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [191.0, 433.0, 582.0, 36.0], shoonya_4sVKJDLAZ5H57Z, 5735775]
[paragraph, [791.0, 472.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 508.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 544.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 580.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 616.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 652.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 688.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 724.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 760.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 796.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 832.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 868.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 904.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 940.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 976.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1012.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1048.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1084.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1120.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1156.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [791.0, 1192.0, 580.0, 36.0], shoonya_2s9C15EVZISN9Z, 5735775]
[paragraph, [193.0, 475.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 511.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 547.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 583.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 619.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 655.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 691.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 727.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 763.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 799.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 835.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 871.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 907.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 943.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[paragraph, [193.0, 979.0, 579.0, 36.0], shoonya_0s8EB7Q477N128, 5735775]
[sidebar, [17.0, 632.0, 136.0, 36.0], qUOuMaPWqa, 5735775]
[paragraph, [193.0, 1051.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1087.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1123.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1159.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1195.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1231.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [193.0, 1267.0, 579.0, 36.0], shoonya_3sNVJ08OCD70EB, 5735775]
[paragraph, [792.0, 1229.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [792.0, 1265.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [792.0, 1301.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [792.0, 1337.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [792.0, 1373.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [792.0, 1409.0, 582.0, 36.0], shoonya_6s8ZWA6W7P6FMW, 5735775]
[paragraph, [193.0, 1315.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1351.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1387.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1423.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1459.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1495.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1531.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1567.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1603.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
[paragraph, [193.0, 1639.0, 579.0, 36.0], shoonya_1s0L95Z9KTQ7OV, 5735775]
