[1008, 612]
[headline, [166.0, 103.0, 273.0, 25.5], shoonya_3s84FWR3LP8T34, 5771197]
[headline, [166.0, 128.5, 273.0, 25.5], shoonya_3s84FWR3LP8T34, 5771197]
[headline, [166.0, 154.0, 273.0, 25.5], shoonya_3s84FWR3LP8T34, 5771197]
[reference, [212.0, 199.0, 175.0, 18.0], shoonya_2sCCUWRB7SZADU, 5771197]
[sub-headline, [96.0, 270.0, 381.0, 25.5], shoonya_1sHGEK6T196LX9, 5771197]
[sub-headline, [96.0, 295.5, 381.0, 25.5], shoonya_1sHGEK6T196LX9, 5771197]
[sub-headline, [96.0, 321.0, 381.0, 25.5], shoonya_1sHGEK6T196LX9, 5771197]
[paragraph, [82.0, 366.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 384.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 402.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 420.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 438.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 456.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 474.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 492.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [82.0, 510.0, 432.0, 18.0], shoonya_0s0RP51OCL1C8Z, 5771197]
[paragraph, [88.0, 537.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 555.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 573.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 591.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 609.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 627.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 645.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [88.0, 663.0, 424.0, 18.0], 71sEAy8tDH, 5771197]
[paragraph, [89.0, 691.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 709.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 727.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 745.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 763.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 781.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 799.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 817.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 835.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 853.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 871.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [89.0, 889.0, 430.0, 18.0], 6d2lScBTw5, 5771197]
[paragraph, [91.0, 916.0, 423.0, 18.0], UEkv3UxYlu, 5771197]
[paragraph, [91.0, 934.0, 423.0, 18.0], UEkv3UxYlu, 5771197]
[paragraph, [91.0, 952.0, 423.0, 18.0], UEkv3UxYlu, 5771197]
