[2200, 1700]
[paragraph, [371.0, 109.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 145.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 181.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 217.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 253.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 289.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 325.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 361.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 397.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 433.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 469.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [371.0, 505.0, 1136.0, 36.0], shoonya_1s6CORPUCL4KB7, 5734140]
[paragraph, [372.0, 580.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 616.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 652.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 688.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 724.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 760.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 796.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 832.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 868.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 904.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 940.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 976.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [372.0, 1012.0, 1132.0, 36.0], shoonya_0sG01WDV7AE7OD, 5734140]
[paragraph, [371.0, 1140.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1176.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1212.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1248.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1284.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1320.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1356.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1392.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1428.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1464.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1500.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1536.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [371.0, 1572.0, 668.0, 36.0], 1hGx0dKMCL, 5734140]
[paragraph, [370.0, 1635.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1671.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1707.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1743.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1779.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1815.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [370.0, 1851.0, 1136.0, 36.0], shoonya_3s4OTK7LYPER7V, 5734140]
[paragraph, [372.0, 1936.0, 1130.0, 36.0], shoonya_2sT9MAR4YHCVDM, 5734140]
[paragraph, [372.0, 1972.0, 1130.0, 36.0], shoonya_2sT9MAR4YHCVDM, 5734140]
[paragraph, [372.0, 2008.0, 1130.0, 36.0], shoonya_2sT9MAR4YHCVDM, 5734140]
