[792, 612]
[paragraph, [61.0, 54.0, 159.0, 18.0], shoonya_0sVQ6WP0C5GPID, 6515559]
[paragraph, [61.0, 72.0, 159.0, 18.0], shoonya_0sVQ6WP0C5GPID, 6515559]
[paragraph, [61.0, 90.0, 159.0, 18.0], shoonya_0sVQ6WP0C5GPID, 6515559]
[paragraph, [225.0, 54.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 72.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 90.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 108.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 126.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 144.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [225.0, 162.0, 161.0, 18.0], o9tlONsYAZ, 6515559]
[paragraph, [390.0, 55.0, 160.0, 18.0], 7Ml7qzuBih, 6515559]
[paragraph, [390.0, 73.0, 160.0, 18.0], 7Ml7qzuBih, 6515559]
[paragraph, [390.0, 91.0, 160.0, 18.0], 7Ml7qzuBih, 6515559]
[paragraph, [61.0, 126.0, 159.0, 18.0], VqbyIBxxkC, 6515559]
[paragraph, [61.0, 144.0, 159.0, 18.0], VqbyIBxxkC, 6515559]
[paragraph, [61.0, 162.0, 159.0, 18.0], VqbyIBxxkC, 6515559]
[paragraph, [61.0, 180.0, 159.0, 18.0], VqbyIBxxkC, 6515559]
[paragraph, [61.0, 198.0, 159.0, 18.0], VqbyIBxxkC, 6515559]
[paragraph, [390.0, 126.0, 160.0, 18.0], y95rmRYUGg, 6515559]
[paragraph, [390.0, 155.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 173.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 191.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 209.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 227.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 245.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 263.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 281.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [390.0, 299.0, 159.0, 18.0], SyAJg_yezI, 6515559]
[paragraph, [226.0, 211.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [226.0, 229.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [226.0, 247.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [226.0, 265.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [226.0, 283.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [226.0, 301.0, 158.0, 18.0], Pdi2fad2Lv, 6515559]
[paragraph, [61.0, 225.0, 159.0, 18.0], 5tFRTbpL4Z, 6515559]
[paragraph, [61.0, 243.0, 159.0, 18.0], 5tFRTbpL4Z, 6515559]
[paragraph, [61.0, 261.0, 159.0, 18.0], 5tFRTbpL4Z, 6515559]
[paragraph, [61.0, 279.0, 159.0, 18.0], 5tFRTbpL4Z, 6515559]
[paragraph, [61.0, 309.0, 159.0, 18.0], bBJqez_MTl, 6515559]
[paragraph, [61.0, 327.0, 159.0, 18.0], bBJqez_MTl, 6515559]
[paragraph, [61.0, 345.0, 159.0, 18.0], bBJqez_MTl, 6515559]
[paragraph, [61.0, 363.0, 159.0, 18.0], bBJqez_MTl, 6515559]
[paragraph, [224.0, 323.0, 161.0, 18.0], o0GjPQN8CT, 6515559]
[paragraph, [224.0, 341.0, 161.0, 18.0], o0GjPQN8CT, 6515559]
[paragraph, [389.0, 337.0, 160.0, 18.0], xTKcCNHTqO, 6515559]
[paragraph, [389.0, 355.0, 160.0, 18.0], xTKcCNHTqO, 6515559]
[paragraph, [389.0, 373.0, 160.0, 18.0], xTKcCNHTqO, 6515559]
[paragraph, [224.0, 366.0, 161.0, 18.0], g_xpYrsSTU, 6515559]
[paragraph, [224.0, 384.0, 161.0, 18.0], g_xpYrsSTU, 6515559]
[paragraph, [224.0, 402.0, 161.0, 18.0], g_xpYrsSTU, 6515559]
[paragraph, [60.0, 394.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [60.0, 412.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [60.0, 430.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [60.0, 448.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [60.0, 466.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [60.0, 484.0, 159.0, 18.0], h0hkbHqL8y, 6515559]
[paragraph, [388.0, 408.0, 162.0, 18.0], ZAWTvDWmrF, 6515559]
[paragraph, [388.0, 426.0, 162.0, 18.0], ZAWTvDWmrF, 6515559]
[paragraph, [388.0, 444.0, 162.0, 18.0], ZAWTvDWmrF, 6515559]
[paragraph, [388.0, 462.0, 162.0, 18.0], ZAWTvDWmrF, 6515559]
