[1089, 691]
[paragraph, [51.0, 106.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 124.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 142.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 160.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 178.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 196.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 214.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 232.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 250.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 268.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 286.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 304.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 322.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 340.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 358.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 376.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 394.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 412.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 430.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[paragraph, [51.0, 448.0, 569.0, 18.0], shoonya_0s72NYLIWI95OO, 5760403]
[ordered-list, [58.0, 507.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 525.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 543.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 561.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 579.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 597.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 615.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 633.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 651.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 669.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 687.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 705.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 723.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 741.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 759.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[ordered-list, [58.0, 777.0, 565.0, 18.0], shoonya_2sN4RN86TRTOVW, 5760403]
[paragraph, [64.0, 812.0, 562.0, 18.0], dhDxFswjvX, 5760403]
[paragraph, [64.0, 830.0, 562.0, 18.0], dhDxFswjvX, 5760403]
[paragraph, [64.0, 848.0, 562.0, 18.0], dhDxFswjvX, 5760403]
[paragraph, [64.0, 866.0, 562.0, 18.0], dhDxFswjvX, 5760403]
[paragraph, [64.0, 884.0, 562.0, 18.0], dhDxFswjvX, 5760403]
[paragraph, [64.0, 902.0, 562.0, 18.0], dhDxFswjvX, 5760403]
