[2339, 1654]
[paragraph, [184.0, 192.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 228.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 264.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 300.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 336.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 372.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 408.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 444.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 480.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 516.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 552.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 588.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 624.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 660.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 696.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 732.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 768.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 804.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 840.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 876.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 912.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 948.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 984.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 1020.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 1056.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 1092.0, 1161.0, 36.0], shoonya_1s8ZTDTXDWAN4Q, 5754184]
[paragraph, [184.0, 1175.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1211.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1247.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1283.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1319.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1355.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1391.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1427.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1463.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1499.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1535.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1571.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1607.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1643.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1679.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1715.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1751.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1787.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[paragraph, [184.0, 1823.0, 1162.0, 36.0], shoonya_0sJRU6RW6MWV53, 5754184]
[reference, [193.0, 2021.0, 575.0, 36.0], shoonya_2sGM5LFEGRV22A, 5754184]
