[2339, 1653]
[paragraph, [118.0, 160.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 196.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 232.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 268.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 304.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 340.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 376.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 412.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 448.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 484.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 520.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [118.0, 556.0, 1421.0, 36.0], shoonya_3sMNBR8CFC7YSD, 5750342]
[paragraph, [121.0, 651.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 687.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 723.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 759.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 795.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 831.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 867.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [121.0, 903.0, 1429.0, 36.0], shoonya_2sXLRE8Y8UUI3Z, 5750342]
[paragraph, [103.0, 985.0, 677.0, 36.0], rkAt0aBcqX, 5750342]
[paragraph, [103.0, 1021.0, 677.0, 36.0], rkAt0aBcqX, 5750342]
[paragraph, [103.0, 1057.0, 677.0, 36.0], rkAt0aBcqX, 5750342]
[paragraph, [80.0, 1194.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [80.0, 1230.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [80.0, 1266.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [80.0, 1302.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [80.0, 1338.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [80.0, 1374.0, 1452.0, 36.0], TW4N2p5jGd, 5750342]
[paragraph, [120.0, 1430.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1466.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1502.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1538.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1574.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1610.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1646.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1682.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1718.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1754.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1790.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1826.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1862.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1898.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1934.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 1970.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 2006.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 2042.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 2078.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
[paragraph, [120.0, 2114.0, 1425.0, 36.0], shoonya_1sTFI3HNURSG6M, 5750342]
