[2806, 1984]
[section-title, [435.0, 97.0, 1103.0, 79.5], UFex7ttTpe, 5698666]
[paragraph, [332.0, 200.0, 1444.0, 46.5], -bVL8STkji, 5698666]
[paragraph, [332.0, 246.5, 1444.0, 46.5], -bVL8STkji, 5698666]
[paragraph, [332.0, 293.0, 1444.0, 46.5], -bVL8STkji, 5698666]
[paragraph, [332.0, 339.5, 1444.0, 46.5], -bVL8STkji, 5698666]
[ordered-list, [210.0, 439.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 485.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 532.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 578.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 625.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 671.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 718.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 764.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 811.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 857.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 904.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 950.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 997.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1043.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1090.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1136.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1183.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1229.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1276.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1322.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1369.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1415.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1462.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1508.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1555.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1601.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1648.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1694.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1741.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1787.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1834.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1880.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1927.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 1973.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2020.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2066.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2113.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2159.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2206.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2252.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2299.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2345.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2392.0, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[ordered-list, [210.0, 2438.5, 1569.0, 46.5], 0Di6KFxCnQ, 5698666]
[paragraph, [341.0, 877.0, 1409.0, 46.5], 7t5SzcqxUo, 5698666]
[paragraph, [341.0, 923.5, 1409.0, 46.5], 7t5SzcqxUo, 5698666]
[paragraph, [341.0, 970.0, 1409.0, 46.5], 7t5SzcqxUo, 5698666]
[paragraph, [341.0, 1016.5, 1409.0, 46.5], 7t5SzcqxUo, 5698666]
[paragraph, [341.0, 1263.0, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1309.5, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1356.0, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1402.5, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1449.0, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1495.5, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1542.0, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1588.5, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [341.0, 1635.0, 1412.0, 46.5], -r7SP8Kkxj, 5698666]
[paragraph, [344.0, 1728.0, 1398.0, 46.5], 1L1X_4MkaE, 5698666]
[paragraph, [344.0, 1774.5, 1398.0, 46.5], 1L1X_4MkaE, 5698666]
[paragraph, [344.0, 1821.0, 1398.0, 46.5], 1L1X_4MkaE, 5698666]
[paragraph, [344.0, 1867.5, 1398.0, 46.5], 1L1X_4MkaE, 5698666]
[paragraph, [341.0, 1955.0, 1407.0, 46.5], SlZmwKG_zl, 5698666]
[paragraph, [341.0, 2001.5, 1407.0, 46.5], SlZmwKG_zl, 5698666]
[sub-ordered-list, [313.0, 2112.0, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2158.5, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2205.0, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2251.5, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2298.0, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2344.5, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2391.0, 1466.0, 46.5], iDiHTURVGs, 5698666]
[sub-ordered-list, [313.0, 2437.5, 1466.0, 46.5], iDiHTURVGs, 5698666]
