[3508, 2481]
[contact-info, [516.0, 100.0, 1422.0, 52.5], shoonya_0sG891Z7UALJQ8, 6534582]
[contact-info, [516.0, 152.5, 1422.0, 52.5], shoonya_0sG891Z7UALJQ8, 6534582]
[paragraph, [847.0, 222.0, 775.0, 52.5], MnK-AM0R2K, 6534582]
[section-title, [860.0, 597.0, 738.0, 93.0], 3F2Mp8Az5v, 6534582]
[sub-section-title, [209.0, 860.0, 969.0, 73.5], HkMd7YwFBs, 6534582]
[dateline, [2008.0, 1104.0, 237.0, 52.5], fLkjhpiuMr, 6534582]
[paragraph, [215.0, 1373.0, 306.0, 52.5], m158zse8nO, 6534582]
[paragraph, [222.0, 1489.0, 2027.0, 52.5], 89eQYYi9j_, 6534582]
[paragraph, [222.0, 1541.5, 2027.0, 52.5], 89eQYYi9j_, 6534582]
[paragraph, [222.0, 1594.0, 2027.0, 52.5], 89eQYYi9j_, 6534582]
[paragraph, [222.0, 1646.5, 2027.0, 52.5], 89eQYYi9j_, 6534582]
[paragraph, [222.0, 1699.0, 2027.0, 52.5], 89eQYYi9j_, 6534582]
[paragraph, [225.0, 1855.0, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 1907.5, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 1960.0, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2012.5, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2065.0, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2117.5, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2170.0, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2222.5, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2275.0, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [225.0, 2327.5, 2024.0, 52.5], KWRS8WMCt1, 6534582]
[paragraph, [1924.0, 2756.0, 325.0, 52.5], ptPr6cSmMM, 6534582]
[contact-info, [941.0, 3267.0, 575.0, 52.5], c-sSPsvZqV, 6534582]
