[585, 406]
[author, [274.0, 133.0, 90.0, 18.0], 7DxQNuOjf8, 6495016]
[paragraph, [73.0, 158.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 176.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 194.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 212.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 230.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 248.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [73.0, 266.0, 290.0, 18.0], yY7s5XooeV, 6495016]
[paragraph, [43.0, 297.0, 315.0, 18.0], jzBrYyOJYd, 6495016]
[paragraph, [43.0, 315.0, 315.0, 18.0], jzBrYyOJYd, 6495016]
[paragraph, [43.0, 333.0, 315.0, 18.0], jzBrYyOJYd, 6495016]
[paragraph, [44.0, 360.0, 315.0, 18.0], OcCtPS50y8, 6495016]
[paragraph, [44.0, 378.0, 315.0, 18.0], OcCtPS50y8, 6495016]
[paragraph, [44.0, 396.0, 315.0, 18.0], OcCtPS50y8, 6495016]
[paragraph, [44.0, 414.0, 315.0, 18.0], OcCtPS50y8, 6495016]
[paragraph, [43.0, 439.0, 312.0, 18.0], h3v4tw2fRd, 6495016]
[paragraph, [43.0, 457.0, 312.0, 18.0], h3v4tw2fRd, 6495016]
[paragraph, [43.0, 475.0, 312.0, 18.0], h3v4tw2fRd, 6495016]
[paragraph, [43.0, 493.0, 312.0, 18.0], h3v4tw2fRd, 6495016]
[paragraph, [43.0, 511.0, 312.0, 18.0], h3v4tw2fRd, 6495016]
