[3300, 2550]
[section-title, [1100.0, 361.0, 381.0, 93.0], shoonya_0sOX7IMBYWYWHU, 5728122]
[sub-section-title, [589.0, 503.0, 1389.0, 73.5], YIAjvgcy6g, 5728122]
[paragraph, [251.0, 726.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 778.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 831.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 883.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 936.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 988.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1041.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1093.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1146.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1198.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1251.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1303.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1356.0, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [251.0, 1408.5, 2040.0, 52.5], XRbpZ7Xntx, 5728122]
[paragraph, [255.0, 1591.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1643.5, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1696.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1748.5, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1801.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1853.5, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1906.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 1958.5, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 2011.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 2063.5, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[paragraph, [255.0, 2116.0, 2059.0, 52.5], tE8YeSEU3G, 5728122]
[sub-section-title, [270.0, 2286.0, 2014.0, 73.5], ke_2-rAnNc, 5728122]
[paragraph, [258.0, 2515.0, 2020.0, 52.5], wd897preZ9, 5728122]
[paragraph, [258.0, 2567.5, 2020.0, 52.5], wd897preZ9, 5728122]
[paragraph, [258.0, 2620.0, 2020.0, 52.5], wd897preZ9, 5728122]
[paragraph, [258.0, 2672.5, 2020.0, 52.5], wd897preZ9, 5728122]
