[1787, 1218]
[chapter-title, [215.0, 222.0, 776.0, 58.5], shoonya_4sSARF48F401R9, 5650922]
[author, [878.0, 327.0, 226.0, 36.0], ABWkeLfdhS, 5650922]
[paragraph, [106.0, 427.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 463.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 499.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 535.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 571.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 607.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 643.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [106.0, 679.0, 996.0, 36.0], shoonya_1s8XQJQJE78D0U, 5650922]
[paragraph, [109.0, 721.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 757.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 793.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 829.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 865.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 901.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 937.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 973.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1009.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1045.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1081.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1117.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1153.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1189.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1225.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [109.0, 1261.0, 996.0, 36.0], shoonya_0s6XSINZBCABLQ, 5650922]
[paragraph, [111.0, 1300.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1336.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1372.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1408.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1444.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1480.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1516.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[paragraph, [111.0, 1552.0, 997.0, 36.0], shoonya_2s75J8AI28KXTE, 5650922]
[footnote, [468.0, 1627.0, 222.0, 36.0], F60nbJl-Oy, 5650922]
