[1448, 2048]
[section-title, [814.0, 439.0, 418.0, 30.0], shoonya_1sQJMNSPL5LH3X, 6473767]
[section-title, [814.0, 469.0, 418.0, 30.0], shoonya_1sQJMNSPL5LH3X, 6473767]
[section-title, [814.0, 499.0, 418.0, 30.0], shoonya_1sQJMNSPL5LH3X, 6473767]
[unordered-list, [145.0, 565.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 583.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 601.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 619.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 637.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 655.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 673.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 691.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 709.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 727.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 745.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 763.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 781.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 799.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 817.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 835.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 853.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 871.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 889.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 907.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 925.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 943.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 961.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 979.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[unordered-list, [145.0, 997.0, 1766.0, 18.0], KH2E6XodWh, 6473767]
[folio, [504.0, 1294.0, 798.0, 18.0], 2R6ggBu-vq, 6473767]
[folio, [504.0, 1312.0, 798.0, 18.0], 2R6ggBu-vq, 6473767]
[folio, [504.0, 1330.0, 798.0, 18.0], 2R6ggBu-vq, 6473767]
[folio, [1402.0, 1299.0, 158.0, 18.0], 3se_SC3hIH, 6473767]
[folio, [1402.0, 1317.0, 158.0, 18.0], 3se_SC3hIH, 6473767]
[folio, [1402.0, 1335.0, 158.0, 18.0], 3se_SC3hIH, 6473767]
