[1211, 798]
[folio, [341.0, 41.0, 104.0, 18.0], shoonya_1s127LDNQG2TT6, 5740335]
[folio, [341.0, 59.0, 104.0, 18.0], shoonya_1s127LDNQG2TT6, 5740335]
[paragraph, [55.0, 94.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 112.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 130.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 148.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 166.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 184.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 202.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 220.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 238.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 256.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 274.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 292.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 310.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 328.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 346.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 364.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 382.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 400.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 418.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 436.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 454.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [55.0, 472.0, 687.0, 18.0], shoonya_0sZ2VWI0JR3KHI, 5740335]
[paragraph, [57.0, 510.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 528.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 546.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 564.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 582.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 600.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 618.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 636.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 654.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 672.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 690.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 708.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 726.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 744.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [57.0, 762.0, 684.0, 18.0], 058sOHnMgf, 5740335]
[paragraph, [58.0, 792.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 810.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 828.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 846.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 864.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 882.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 900.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [58.0, 918.0, 684.0, 18.0], e3sxWOAuTC, 5740335]
[paragraph, [57.0, 964.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [57.0, 982.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [57.0, 1000.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [57.0, 1018.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [57.0, 1036.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [57.0, 1054.0, 687.0, 18.0], UIToIYSHuc, 5740335]
[paragraph, [58.0, 1083.0, 676.0, 18.0], XQ_vNHXhMD, 5740335]
[paragraph, [58.0, 1101.0, 676.0, 18.0], XQ_vNHXhMD, 5740335]
[paragraph, [58.0, 1119.0, 676.0, 18.0], XQ_vNHXhMD, 5740335]
[paragraph, [58.0, 1137.0, 676.0, 18.0], XQ_vNHXhMD, 5740335]
[footnote, [418.0, 1172.0, 322.0, 18.0], shoonya_2sGDNTQXDPR4AW, 5740335]
