[1298, 938]
[chapter-title, [394.0, 68.0, 241.0, 30.0], shoonya_6s4NV49541UL3N, 5776269]
[paragraph, [200.0, 108.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 126.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 144.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 162.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 180.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 198.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 216.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [200.0, 234.0, 632.0, 18.0], shoonya_3sY0BMEZ6NHS09, 5776269]
[paragraph, [202.0, 263.0, 627.0, 18.0], shoonya_2sHXNDYEAEZ3RZ, 5776269]
[paragraph, [202.0, 281.0, 627.0, 18.0], shoonya_2sHXNDYEAEZ3RZ, 5776269]
[paragraph, [202.0, 299.0, 627.0, 18.0], shoonya_2sHXNDYEAEZ3RZ, 5776269]
[paragraph, [202.0, 317.0, 627.0, 18.0], shoonya_2sHXNDYEAEZ3RZ, 5776269]
[paragraph, [202.0, 335.0, 627.0, 18.0], shoonya_2sHXNDYEAEZ3RZ, 5776269]
[paragraph, [201.0, 363.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 381.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 399.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 417.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 435.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 453.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 471.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 489.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 507.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 525.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 543.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 561.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 579.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 597.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 615.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 633.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 651.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [201.0, 669.0, 633.0, 18.0], shoonya_0sT294JQBNYNNZ, 5776269]
[paragraph, [202.0, 697.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 715.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 733.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 751.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 769.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 787.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 805.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 823.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 841.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 859.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 877.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 895.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 913.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 931.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 949.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [202.0, 967.0, 632.0, 18.0], shoonya_1sL4EQ3622EBNC, 5776269]
[paragraph, [197.0, 985.0, 637.0, 18.0], shoonya_4sOAQ7D5LSWOVS, 5776269]
[paragraph, [197.0, 1003.0, 637.0, 18.0], shoonya_4sOAQ7D5LSWOVS, 5776269]
[paragraph, [197.0, 1021.0, 637.0, 18.0], shoonya_4sOAQ7D5LSWOVS, 5776269]
[paragraph, [197.0, 1039.0, 637.0, 18.0], shoonya_4sOAQ7D5LSWOVS, 5776269]
[paragraph, [197.0, 1057.0, 637.0, 18.0], shoonya_4sOAQ7D5LSWOVS, 5776269]
[paragraph, [226.0, 1088.0, 608.0, 18.0], shoonya_5s5PVOML87P36T, 5776269]
