[2042, 1461]
[paragraph, [198.0, 130.0, 1089.0, 36.0], shoonya_5sUZA2EEHN09HR, 5652360]
[paragraph, [198.0, 166.0, 1089.0, 36.0], shoonya_5sUZA2EEHN09HR, 5652360]
[paragraph, [198.0, 202.0, 1089.0, 36.0], shoonya_5sUZA2EEHN09HR, 5652360]
[paragraph, [198.0, 296.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 332.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 368.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 404.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 440.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 476.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 512.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [198.0, 548.0, 1093.0, 36.0], shoonya_0sLP384KWYL3CY, 5652360]
[paragraph, [196.0, 651.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 687.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 723.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 759.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 795.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 831.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 867.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 903.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 939.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 975.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 1011.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 1047.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 1083.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [196.0, 1119.0, 1098.0, 36.0], shoonya_1sT4U2EE4P28FX, 5652360]
[paragraph, [201.0, 1216.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1252.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1288.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1324.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1360.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1396.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1432.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1468.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1504.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1540.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1576.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [201.0, 1612.0, 1097.0, 36.0], shoonya_2s3N41OT96LUM9, 5652360]
[paragraph, [208.0, 1713.0, 1090.0, 36.0], shoonya_3sSMXULVBAO0P3, 5652360]
[paragraph, [208.0, 1749.0, 1090.0, 36.0], shoonya_3sSMXULVBAO0P3, 5652360]
[paragraph, [208.0, 1785.0, 1090.0, 36.0], shoonya_3sSMXULVBAO0P3, 5652360]
[paragraph, [208.0, 1821.0, 1090.0, 36.0], shoonya_3sSMXULVBAO0P3, 5652360]
[paragraph, [208.0, 1857.0, 1090.0, 36.0], shoonya_3sSMXULVBAO0P3, 5652360]
