[1625, 1211]
[headline, [81.0, 121.0, 1052.0, 37.5], v2DGFpkCxc, 5742805]
[author, [463.0, 198.0, 328.0, 36.0], wImbqmRpDt, 5742805]
[paragraph, [428.0, 277.0, 345.0, 36.0], 4ohsBAHG5q, 5742805]
[paragraph, [428.0, 313.0, 345.0, 36.0], 4ohsBAHG5q, 5742805]
[paragraph, [65.0, 278.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 314.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 350.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 386.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 422.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 458.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [65.0, 494.0, 354.0, 36.0], QTOHfsUHiR, 5742805]
[paragraph, [790.0, 280.0, 357.0, 36.0], jnqxTZw6Zg, 5742805]
[paragraph, [790.0, 316.0, 357.0, 36.0], jnqxTZw6Zg, 5742805]
[paragraph, [790.0, 352.0, 357.0, 36.0], jnqxTZw6Zg, 5742805]
[paragraph, [790.0, 388.0, 357.0, 36.0], jnqxTZw6Zg, 5742805]
[paragraph, [790.0, 424.0, 357.0, 36.0], jnqxTZw6Zg, 5742805]
[paragraph, [431.0, 374.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 410.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 446.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 482.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 518.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 554.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [431.0, 590.0, 349.0, 36.0], PNuesQ21Lm, 5742805]
[paragraph, [797.0, 474.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 510.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 546.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 582.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 618.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 654.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 690.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 726.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 762.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 798.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [797.0, 834.0, 346.0, 36.0], vUWulGjgpZ, 5742805]
[paragraph, [68.0, 542.0, 348.0, 36.0], dYOrVjnDPN, 5742805]
[paragraph, [68.0, 578.0, 348.0, 36.0], dYOrVjnDPN, 5742805]
[paragraph, [68.0, 614.0, 348.0, 36.0], dYOrVjnDPN, 5742805]
[paragraph, [68.0, 650.0, 348.0, 36.0], dYOrVjnDPN, 5742805]
[paragraph, [68.0, 686.0, 348.0, 36.0], dYOrVjnDPN, 5742805]
[paragraph, [432.0, 645.0, 339.0, 36.0], LZEV8ujXJ3, 5742805]
[paragraph, [432.0, 681.0, 339.0, 36.0], LZEV8ujXJ3, 5742805]
[paragraph, [68.0, 734.0, 343.0, 36.0], nnN_xXTAn9, 5742805]
[paragraph, [68.0, 770.0, 343.0, 36.0], nnN_xXTAn9, 5742805]
[paragraph, [434.0, 751.0, 343.0, 36.0], 3heuyFOZUM, 5742805]
[paragraph, [434.0, 787.0, 343.0, 36.0], 3heuyFOZUM, 5742805]
[paragraph, [434.0, 823.0, 343.0, 36.0], 3heuyFOZUM, 5742805]
[paragraph, [434.0, 859.0, 343.0, 36.0], 3heuyFOZUM, 5742805]
[paragraph, [434.0, 895.0, 343.0, 36.0], 3heuyFOZUM, 5742805]
[paragraph, [68.0, 835.0, 342.0, 36.0], HARvVtywq9, 5742805]
[paragraph, [68.0, 871.0, 342.0, 36.0], HARvVtywq9, 5742805]
[paragraph, [791.0, 892.0, 352.0, 36.0], 3d6PMr3nhr, 5742805]
[paragraph, [791.0, 928.0, 352.0, 36.0], 3d6PMr3nhr, 5742805]
[paragraph, [791.0, 964.0, 352.0, 36.0], 3d6PMr3nhr, 5742805]
[paragraph, [66.0, 934.0, 343.0, 36.0], 9EWCf0CPJY, 5742805]
[paragraph, [66.0, 970.0, 343.0, 36.0], 9EWCf0CPJY, 5742805]
[paragraph, [435.0, 1002.0, 334.0, 36.0], Y_3F-eZfjP, 5742805]
[paragraph, [435.0, 1038.0, 334.0, 36.0], Y_3F-eZfjP, 5742805]
[paragraph, [71.0, 1026.0, 346.0, 36.0], 06OaESabv7, 5742805]
[paragraph, [71.0, 1062.0, 346.0, 36.0], 06OaESabv7, 5742805]
[paragraph, [71.0, 1098.0, 346.0, 36.0], 06OaESabv7, 5742805]
[paragraph, [790.0, 1058.0, 354.0, 36.0], dCmKeCxcRa, 5742805]
[paragraph, [790.0, 1094.0, 354.0, 36.0], dCmKeCxcRa, 5742805]
[paragraph, [790.0, 1130.0, 354.0, 36.0], dCmKeCxcRa, 5742805]
[paragraph, [790.0, 1166.0, 354.0, 36.0], dCmKeCxcRa, 5742805]
[paragraph, [429.0, 1102.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1138.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1174.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1210.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1246.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1282.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1318.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [429.0, 1354.0, 348.0, 36.0], kq-kPhz2lB, 5742805]
[paragraph, [74.0, 1163.0, 342.0, 36.0], y19crxIyMc, 5742805]
[paragraph, [74.0, 1199.0, 342.0, 36.0], y19crxIyMc, 5742805]
[paragraph, [790.0, 1225.0, 351.0, 36.0], vRIq1amh1q, 5742805]
[paragraph, [790.0, 1261.0, 351.0, 36.0], vRIq1amh1q, 5742805]
[paragraph, [790.0, 1297.0, 351.0, 36.0], vRIq1amh1q, 5742805]
[paragraph, [790.0, 1333.0, 351.0, 36.0], vRIq1amh1q, 5742805]
[paragraph, [74.0, 1264.0, 340.0, 36.0], oBv_n8-y0z, 5742805]
[paragraph, [74.0, 1300.0, 340.0, 36.0], oBv_n8-y0z, 5742805]
[paragraph, [74.0, 1336.0, 340.0, 36.0], oBv_n8-y0z, 5742805]
[paragraph, [794.0, 1388.0, 345.0, 36.0], t5s4POwGys, 5742805]
[paragraph, [794.0, 1424.0, 345.0, 36.0], t5s4POwGys, 5742805]
[paragraph, [72.0, 1394.0, 339.0, 36.0], u19zd15e-v, 5742805]
