[1951, 1219]
[folio, [245.0, 121.0, 202.0, 36.0], shoonya_0sZB2CMVE7ORKC, 5682279]
[paragraph, [118.0, 208.0, 984.0, 36.0], OQ_OrA3e9h, 5682279]
[paragraph, [118.0, 244.0, 984.0, 36.0], OQ_OrA3e9h, 5682279]
[paragraph, [118.0, 280.0, 984.0, 36.0], OQ_OrA3e9h, 5682279]
[paragraph, [118.0, 316.0, 984.0, 36.0], OQ_OrA3e9h, 5682279]
[paragraph, [121.0, 389.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [121.0, 425.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [121.0, 461.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [121.0, 497.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [121.0, 533.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [121.0, 569.0, 978.0, 36.0], jzGUEHJXSH, 5682279]
[paragraph, [117.0, 618.0, 978.0, 36.0], fguAYidnNd, 5682279]
[paragraph, [117.0, 654.0, 978.0, 36.0], fguAYidnNd, 5682279]
[paragraph, [117.0, 690.0, 978.0, 36.0], fguAYidnNd, 5682279]
[paragraph, [196.0, 736.0, 896.0, 36.0], I6EOoTY33G, 5682279]
[paragraph, [126.0, 795.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 831.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 867.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 903.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 939.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 975.0, 980.0, 36.0], c_Ka3h0EBm, 5682279]
[paragraph, [126.0, 1029.0, 984.0, 36.0], gWLFsn-Ygv, 5682279]
[paragraph, [126.0, 1065.0, 984.0, 36.0], gWLFsn-Ygv, 5682279]
[paragraph, [126.0, 1101.0, 984.0, 36.0], gWLFsn-Ygv, 5682279]
[paragraph, [126.0, 1137.0, 984.0, 36.0], gWLFsn-Ygv, 5682279]
[paragraph, [133.0, 1200.0, 974.0, 36.0], v8f7EwNFF-, 5682279]
[paragraph, [133.0, 1236.0, 974.0, 36.0], v8f7EwNFF-, 5682279]
[paragraph, [133.0, 1272.0, 974.0, 36.0], v8f7EwNFF-, 5682279]
[paragraph, [133.0, 1308.0, 974.0, 36.0], v8f7EwNFF-, 5682279]
[paragraph, [206.0, 1373.0, 604.0, 36.0], 0aEkM2jwz-, 5682279]
[paragraph, [124.0, 1422.0, 991.0, 36.0], mEv5rrNFaG, 5682279]
[paragraph, [124.0, 1458.0, 991.0, 36.0], mEv5rrNFaG, 5682279]
[paragraph, [124.0, 1494.0, 991.0, 36.0], mEv5rrNFaG, 5682279]
[paragraph, [203.0, 1549.0, 559.0, 36.0], ZKwCid0v6M, 5682279]
[paragraph, [113.0, 1607.0, 1001.0, 36.0], Be35o1G9CO, 5682279]
[paragraph, [113.0, 1643.0, 1001.0, 36.0], Be35o1G9CO, 5682279]
[paragraph, [113.0, 1679.0, 1001.0, 36.0], Be35o1G9CO, 5682279]
[paragraph, [113.0, 1715.0, 1001.0, 36.0], Be35o1G9CO, 5682279]
[paragraph, [197.0, 1775.0, 901.0, 36.0], W1IN8vaiBI, 5682279]
