[3509, 2480]
[paragraph, [359.0, 399.0, 1757.0, 52.5], 41nkasASel, 5724250]
[paragraph, [359.0, 451.5, 1757.0, 52.5], 41nkasASel, 5724250]
[paragraph, [359.0, 504.0, 1757.0, 52.5], 41nkasASel, 5724250]
[paragraph, [366.0, 649.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 701.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 754.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 806.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 859.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 911.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 964.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1016.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1069.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1121.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1174.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1226.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1279.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1331.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1384.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1436.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1489.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1541.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1594.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1646.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1699.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1751.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1804.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1856.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1909.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 1961.5, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [366.0, 2014.0, 1764.0, 52.5], shoonya_1s5KG73WVOG6IG, 5724250]
[paragraph, [356.0, 2104.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2156.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2209.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2261.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2314.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2366.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2419.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2471.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2524.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2576.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2629.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2681.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2734.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2786.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2839.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2891.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2944.0, 1763.0, 52.5], kwCE0Qww2c, 5724250]
[paragraph, [356.0, 2996.5, 1763.0, 52.5], kwCE0Qww2c, 5724250]
