[2339, 1656]
[headline, [493.0, 124.0, 656.0, 67.5], shoonya_4sWOSSKBJ2FKNY, 5690083]
[paragraph, [140.0, 275.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [140.0, 311.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [140.0, 347.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [140.0, 383.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [140.0, 419.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [140.0, 455.0, 1384.0, 36.0], Wo1jzdWXLj, 5690083]
[paragraph, [135.0, 530.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 566.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 602.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 638.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 674.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 710.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 746.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 782.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 818.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 854.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 890.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 926.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 962.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 998.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 1034.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 1070.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[paragraph, [135.0, 1106.0, 1385.0, 36.0], shoonya_0sQ9FNLSBNFKHA, 5690083]
[sub-headline, [183.0, 1216.0, 1280.0, 55.5], shoonya_5sQ9QPEQ0K2P7P, 5690083]
[sub-headline, [183.0, 1271.5, 1280.0, 55.5], shoonya_5sQ9QPEQ0K2P7P, 5690083]
[sub-headline, [183.0, 1327.0, 1280.0, 55.5], shoonya_5sQ9QPEQ0K2P7P, 5690083]
[paragraph, [137.0, 1453.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1489.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1525.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1561.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1597.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1633.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1669.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1705.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1741.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [137.0, 1777.0, 1382.0, 36.0], shoonya_2sFJATTXAP84IO, 5690083]
[paragraph, [136.0, 1837.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 1873.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 1909.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 1945.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 1981.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 2017.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 2053.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
[paragraph, [136.0, 2089.0, 1385.0, 36.0], shoonya_1s60QZCD54E1OY, 5690083]
