[975, 592]
[chapter-title, [111.0, 20.0, 309.0, 30.0], yy1jtNUpHD, 5776508]
[paragraph, [14.0, 45.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 63.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 81.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 99.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 117.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 135.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 153.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 171.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 189.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [14.0, 207.0, 526.0, 18.0], shoonya_2sUWRXR08S9C51, 5776508]
[paragraph, [1.0, 200.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 218.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 236.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 254.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 272.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 290.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 308.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 326.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 344.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 362.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 380.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 398.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 416.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 434.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 452.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 470.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 488.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 506.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 524.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 542.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 560.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 578.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 596.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 614.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 632.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 650.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 668.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 686.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [1.0, 704.0, 571.0, 18.0], shoonya_1sQ5UWC036DYTT, 5776508]
[paragraph, [67.0, 704.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 722.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 740.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 758.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 776.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 794.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 812.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 830.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 848.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 866.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
[paragraph, [67.0, 884.0, 518.0, 18.0], shoonya_0s941AEPWCSNM6, 5776508]
