[2200, 1700]
[paragraph, [321.0, 55.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 91.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 127.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 163.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 199.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 235.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 271.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 307.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 343.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 379.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 415.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 451.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 487.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 523.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 559.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 595.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 631.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 667.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 703.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 739.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 775.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 811.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 847.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 883.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 919.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 955.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 991.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 1027.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 1063.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 1099.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 1135.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[paragraph, [321.0, 1171.0, 1124.0, 36.0], shoonya_0sEJ50Q5T5JRLD, 5730943]
[footnote, [331.0, 1265.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1301.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1337.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1373.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1409.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1445.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1481.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1517.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1553.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1589.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1625.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1661.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1697.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1733.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1769.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1805.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1841.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[footnote, [331.0, 1877.0, 1094.0, 36.0], shoonya_1sTOUU8JA8H6PN, 5730943]
[folio, [335.0, 2004.0, 348.0, 36.0], PG7sIgAg3S, 5730943]
