[2084, 1289]
[paragraph, [126.0, 269.0, 1023.0, 36.0], shoonya_2sWR1330TXR2RZ, 5660751]
[paragraph, [126.0, 305.0, 1023.0, 36.0], shoonya_2sWR1330TXR2RZ, 5660751]
[paragraph, [126.0, 341.0, 1023.0, 36.0], shoonya_2sWR1330TXR2RZ, 5660751]
[paragraph, [126.0, 377.0, 1023.0, 36.0], shoonya_2sWR1330TXR2RZ, 5660751]
[paragraph, [126.0, 413.0, 1023.0, 36.0], shoonya_2sWR1330TXR2RZ, 5660751]
[ordered-list, [71.0, 479.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 515.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 551.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 587.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 623.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 659.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 695.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 731.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 767.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 803.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 839.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 875.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 911.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 947.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 983.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1019.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1055.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1091.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1127.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1163.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1199.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1235.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1271.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1307.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1343.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1379.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1415.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1451.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1487.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1523.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1559.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1595.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1631.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1667.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1703.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1739.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1775.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1811.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[ordered-list, [71.0, 1847.0, 1094.0, 36.0], shoonya_0sVP2H75OWYAT8, 5660751]
[folio, [632.0, 1937.0, 655.0, 36.0], shoonya_4sHB5NBEKN5RP0, 5660751]
[folio, [632.0, 1973.0, 655.0, 36.0], shoonya_4sHB5NBEKN5RP0, 5660751]
