[1755, 1241]
[folio, [136.0, 170.0, 465.0, 36.0], wlu22hEIBh, 5705042]
[headline, [264.0, 231.0, 725.0, 37.5], shoonya_1sXZXNSA280UWF, 5705042]
[headline, [264.0, 268.5, 725.0, 37.5], shoonya_1sXZXNSA280UWF, 5705042]
[headline, [264.0, 306.0, 725.0, 37.5], shoonya_1sXZXNSA280UWF, 5705042]
[headline, [264.0, 343.5, 725.0, 37.5], shoonya_1sXZXNSA280UWF, 5705042]
[headline, [264.0, 381.0, 725.0, 37.5], shoonya_1sXZXNSA280UWF, 5705042]
[author, [218.0, 457.0, 840.0, 36.0], uQhqCfZWwm, 5705042]
[paragraph, [186.0, 491.0, 426.0, 36.0], zY6Fa65t9z, 5705042]
[paragraph, [186.0, 527.0, 426.0, 36.0], zY6Fa65t9z, 5705042]
[paragraph, [186.0, 563.0, 426.0, 36.0], zY6Fa65t9z, 5705042]
[paragraph, [186.0, 599.0, 426.0, 36.0], zY6Fa65t9z, 5705042]
[paragraph, [627.0, 495.0, 423.0, 36.0], shoonya_3sCE0327UBD08B, 5705042]
[paragraph, [627.0, 531.0, 423.0, 36.0], shoonya_3sCE0327UBD08B, 5705042]
[paragraph, [627.0, 567.0, 423.0, 36.0], shoonya_3sCE0327UBD08B, 5705042]
[paragraph, [627.0, 615.0, 423.0, 36.0], shoonya_6sGDPC3B3KU2GQ, 5705042]
[paragraph, [627.0, 651.0, 423.0, 36.0], shoonya_6sGDPC3B3KU2GQ, 5705042]
[paragraph, [627.0, 687.0, 423.0, 36.0], shoonya_6sGDPC3B3KU2GQ, 5705042]
[paragraph, [183.0, 671.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 707.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 743.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 779.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 815.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 851.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 887.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [183.0, 923.0, 427.0, 36.0], shoonya_2s5POOKDSD74LP, 5705042]
[paragraph, [631.0, 731.0, 431.0, 36.0], nmv7GC2nmn, 5705042]
[paragraph, [631.0, 767.0, 431.0, 36.0], nmv7GC2nmn, 5705042]
[paragraph, [631.0, 803.0, 431.0, 36.0], nmv7GC2nmn, 5705042]
[paragraph, [631.0, 839.0, 431.0, 36.0], nmv7GC2nmn, 5705042]
[paragraph, [629.0, 937.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 973.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1009.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1045.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1081.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1117.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1153.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1189.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1225.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1261.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1297.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1333.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1369.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [629.0, 1405.0, 435.0, 36.0], shoonya_0sRQI19ED0GXBA, 5705042]
[paragraph, [184.0, 991.0, 424.0, 36.0], shoonya_4sVEW51LYW5XPK, 5705042]
[paragraph, [184.0, 1027.0, 424.0, 36.0], shoonya_4sVEW51LYW5XPK, 5705042]
[paragraph, [184.0, 1063.0, 424.0, 36.0], shoonya_4sVEW51LYW5XPK, 5705042]
[paragraph, [184.0, 1099.0, 424.0, 36.0], shoonya_4sVEW51LYW5XPK, 5705042]
[paragraph, [190.0, 1173.0, 420.0, 36.0], flDA2LFyVl, 5705042]
[paragraph, [190.0, 1209.0, 420.0, 36.0], flDA2LFyVl, 5705042]
[paragraph, [190.0, 1245.0, 420.0, 36.0], flDA2LFyVl, 5705042]
[paragraph, [190.0, 1281.0, 420.0, 36.0], flDA2LFyVl, 5705042]
[paragraph, [183.0, 1325.0, 429.0, 36.0], 4OhjS_PFk_, 5705042]
[paragraph, [183.0, 1361.0, 429.0, 36.0], 4OhjS_PFk_, 5705042]
[paragraph, [183.0, 1397.0, 429.0, 36.0], 4OhjS_PFk_, 5705042]
[website-link, [184.0, 1548.0, 283.0, 18.0], pG9nvccOfM, 5705042]
[contact-info, [141.0, 1550.0, 361.0, 36.0], elBa0ailgR, 5705042]
