[1273, 907]
[chapter-title, [383.0, 60.0, 242.0, 30.0], shoonya_5sLMZ1BU3US92O, 5775996]
[paragraph, [188.0, 102.0, 629.0, 18.0], shoonya_2sTOV11ZN16NMO, 5775996]
[paragraph, [188.0, 120.0, 629.0, 18.0], shoonya_2sTOV11ZN16NMO, 5775996]
[paragraph, [188.0, 138.0, 629.0, 18.0], shoonya_2sTOV11ZN16NMO, 5775996]
[paragraph, [188.0, 156.0, 629.0, 18.0], shoonya_2sTOV11ZN16NMO, 5775996]
[paragraph, [188.0, 174.0, 629.0, 18.0], shoonya_2sTOV11ZN16NMO, 5775996]
[paragraph, [189.0, 203.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 221.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 239.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 257.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 275.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 293.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 311.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 329.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 347.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 365.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 383.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 401.0, 632.0, 18.0], shoonya_0sU4UDJ41K5TQU, 5775996]
[paragraph, [189.0, 430.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 448.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 466.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 484.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 502.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 520.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 538.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 556.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 574.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 592.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 610.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 628.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 646.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 664.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [189.0, 682.0, 633.0, 18.0], shoonya_3sHF0XNWW8P4S3, 5775996]
[paragraph, [191.0, 708.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 726.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 744.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 762.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 780.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 798.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 816.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 834.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 852.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 870.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 888.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 906.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 924.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 942.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 960.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [191.0, 978.0, 631.0, 18.0], shoonya_1sGOY3MFAD0O6V, 5775996]
[paragraph, [196.0, 1005.0, 628.0, 18.0], shoonya_4sU08IK7L6SI00, 5775996]
[paragraph, [196.0, 1023.0, 628.0, 18.0], shoonya_4sU08IK7L6SI00, 5775996]
[paragraph, [196.0, 1041.0, 628.0, 18.0], shoonya_4sU08IK7L6SI00, 5775996]
[paragraph, [196.0, 1059.0, 628.0, 18.0], shoonya_4sU08IK7L6SI00, 5775996]
[paragraph, [196.0, 1077.0, 628.0, 18.0], shoonya_4sU08IK7L6SI00, 5775996]
