[611, 425]
[paragraph, [19.0, 41.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 59.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 77.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 95.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 113.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 131.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 149.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 167.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 185.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 203.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 221.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 239.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 257.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 275.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 293.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 311.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 329.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 347.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 365.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 383.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [19.0, 401.0, 365.0, 18.0], shoonya_0s7FNLVV3LZZIK, 6493720]
[paragraph, [26.0, 454.0, 352.0, 18.0], qls4zbbqnP, 6493720]
[paragraph, [26.0, 472.0, 352.0, 18.0], qls4zbbqnP, 6493720]
[paragraph, [26.0, 490.0, 352.0, 18.0], qls4zbbqnP, 6493720]
[paragraph, [26.0, 508.0, 352.0, 18.0], qls4zbbqnP, 6493720]
[paragraph, [26.0, 526.0, 352.0, 18.0], qls4zbbqnP, 6493720]
