[842, 595]
[folio, [243.0, 127.0, 125.0, 18.0], OENXokmC4E, 6513813]
[paragraph, [141.0, 159.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 177.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 195.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 213.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 231.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 249.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 267.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 285.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 303.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 321.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [141.0, 339.0, 329.0, 18.0], shoonya_0sR13DT12Y1EW7, 6513813]
[paragraph, [144.0, 364.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 382.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 400.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 418.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 436.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 454.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 472.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 490.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 508.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 526.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 544.0, 325.0, 18.0], shoonya_1s9K29SEI9GBDD, 6513813]
[paragraph, [144.0, 579.0, 324.0, 18.0], shoonya_2sSLMSG9P1ZOWZ, 6513813]
[paragraph, [144.0, 597.0, 324.0, 18.0], shoonya_2sSLMSG9P1ZOWZ, 6513813]
[paragraph, [144.0, 615.0, 324.0, 18.0], shoonya_2sSLMSG9P1ZOWZ, 6513813]
[paragraph, [144.0, 633.0, 324.0, 18.0], shoonya_2sSLMSG9P1ZOWZ, 6513813]
