[872, 605]
[folio, [40.0, 36.0, 78.0, 18.0], DbsszsACn7, 6457345]
[paragraph, [36.0, 77.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 95.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 113.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 131.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 149.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 167.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 185.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 203.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 221.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 239.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 257.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 275.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 293.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 311.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 329.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [36.0, 347.0, 263.0, 18.0], t8c2Oi1WTh, 6457345]
[paragraph, [302.0, 78.0, 255.0, 18.0], HXMxoV9mNX, 6457345]
[paragraph, [302.0, 96.0, 255.0, 18.0], HXMxoV9mNX, 6457345]
[paragraph, [303.0, 116.0, 255.0, 18.0], Xuq-bJZ9D3, 6457345]
[paragraph, [303.0, 134.0, 255.0, 18.0], Xuq-bJZ9D3, 6457345]
[paragraph, [303.0, 152.0, 255.0, 18.0], Xuq-bJZ9D3, 6457345]
[paragraph, [305.0, 171.0, 254.0, 18.0], pLT0Fnejze, 6457345]
[paragraph, [305.0, 189.0, 254.0, 18.0], pLT0Fnejze, 6457345]
[paragraph, [304.0, 212.0, 251.0, 18.0], 4i1MfGzSWj, 6457345]
[paragraph, [304.0, 230.0, 251.0, 18.0], 4i1MfGzSWj, 6457345]
[paragraph, [303.0, 249.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 267.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 285.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 303.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 321.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 339.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 357.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 375.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 393.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [303.0, 411.0, 263.0, 18.0], x2vk1yf-n0, 6457345]
[paragraph, [39.0, 369.0, 260.0, 18.0], VzGCmXvmr4, 6457345]
[paragraph, [39.0, 387.0, 260.0, 18.0], VzGCmXvmr4, 6457345]
[paragraph, [39.0, 405.0, 260.0, 18.0], VzGCmXvmr4, 6457345]
[paragraph, [39.0, 423.0, 260.0, 18.0], VzGCmXvmr4, 6457345]
[paragraph, [306.0, 442.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 460.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 478.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 496.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 514.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 532.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 550.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [306.0, 568.0, 258.0, 18.0], o8d9WzpDi-, 6457345]
[paragraph, [35.0, 453.0, 195.0, 18.0], 2BLOstaXdk, 6457345]
[paragraph, [38.0, 473.0, 240.0, 18.0], A-ba5phHkr, 6457345]
[paragraph, [38.0, 491.0, 240.0, 18.0], A-ba5phHkr, 6457345]
[paragraph, [39.0, 513.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 531.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 549.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 567.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 585.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 603.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 621.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 639.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [39.0, 657.0, 260.0, 18.0], Bkr_iW6pfG, 6457345]
[paragraph, [303.0, 594.0, 254.0, 18.0], -A9gUaWNip, 6457345]
[paragraph, [303.0, 612.0, 254.0, 18.0], -A9gUaWNip, 6457345]
[paragraph, [306.0, 635.0, 262.0, 18.0], vlIT2sbonW, 6457345]
[reference, [306.0, 675.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 693.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 711.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 729.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 747.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 765.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 783.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [306.0, 801.0, 255.0, 18.0], ZuB2dC_ULu, 6457345]
[reference, [42.0, 690.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 708.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 726.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 744.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 762.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 780.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
[reference, [42.0, 798.0, 257.0, 18.0], pxg-5_SSdu, 6457345]
