[1806, 1262]
[folio, [166.0, 100.0, 505.0, 36.0], shoonya_12sXBRBYOK35S1, 5681517]
[paragraph, [87.0, 179.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 215.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 251.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 287.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 323.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 359.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 395.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 431.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 467.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 503.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 539.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 575.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 611.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 647.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 683.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 719.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 755.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 791.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 827.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 863.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 899.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 935.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 971.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1007.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1043.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1079.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1115.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1151.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1187.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[paragraph, [87.0, 1223.0, 522.0, 36.0], shoonya_0sP8EKMZT7WKFG, 5681517]
[ordered-list, [673.0, 180.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[ordered-list, [673.0, 216.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[ordered-list, [673.0, 252.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[ordered-list, [673.0, 288.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[ordered-list, [673.0, 324.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[ordered-list, [673.0, 360.0, 486.0, 36.0], shoonya_1s5AYTPJ4RWO24, 5681517]
[paragraph, [643.0, 436.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 472.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 508.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 544.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 580.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 616.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
