[1275, 750]
[folio, [230.0, 78.0, 260.0, 18.0], GZTFH8SQGe, 5767195]
[folio, [230.0, 96.0, 260.0, 18.0], GZTFH8SQGe, 5767195]
[folio, [230.0, 114.0, 260.0, 18.0], GZTFH8SQGe, 5767195]
[paragraph, [63.0, 156.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 174.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 192.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 210.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 228.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 246.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 264.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 282.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 300.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 318.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 336.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[paragraph, [63.0, 354.0, 619.0, 18.0], 0HkKeduq2H, 5767195]
[section-title, [126.0, 414.0, 489.0, 30.0], GUw0O4cqiq, 5767195]
[section-title, [126.0, 444.0, 489.0, 30.0], GUw0O4cqiq, 5767195]
[paragraph, [59.0, 479.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 497.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 515.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 533.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 551.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 569.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 587.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 605.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 623.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 641.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 659.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 677.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 695.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 713.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 731.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 749.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 767.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 785.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 803.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 821.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 839.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 857.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 875.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 893.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 911.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 929.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 947.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 965.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 983.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1001.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1019.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1037.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1055.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1073.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1091.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1109.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1127.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1145.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1163.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
[paragraph, [59.0, 1181.0, 624.0, 18.0], shoonya_0sPDQCI0CFVZTW, 5767195]
